name time T kT_1 I
01RV 01rv.dat 295.9 39.18 8.549E-006
02RV 02rv.dat 295.9 39.18 8.533E-006
03RV 03rv.dat 298 38.91 7.260E-006
04RV 04rv.dat 298 38.91 7.357E-006
05RV 05rv.dat 300.1 38.63 7.420E-006
06RV 06rv.dat 300 38.65 7.524E-006
07RV 07rv.dat 300 38.65 7.424E-006
08RV 08rv.dat 302.1 38.38 7.914E-006
09RV 09rv.dat 302 38.39 7.844E-006
10RV 10rv.dat 302 38.39 7.907E-006
11RV 11rv.dat 302 38.39 7.918E-006
12RV 12rv.dat 305.1 38 8.620E-006
13RV 13rv.dat 305 38.01 8.380E-006
14RV 14rv.dat 305 38.01 8.485E-006
15RV 15rv.dat 305 38.01 8.549E-006
16RV 16rv.dat 307 37.77 1.031E-005
17RV 17rv.dat 307 37.77 1.012E-005
18RV 18rv.dat 307 37.77 1.044E-005
19RV 19rv.dat 307 37.77 1.021E-005
20RV 20rv.dat 310.1 37.39 1.084E-005
21RV 21rv.dat 310 37.4 1.097E-005
22RV 22rv.dat 310 37.4 1.107E-005
23RV 23rv.dat 310 37.4 1.045E-005
24RV 24rv.dat 312.1 37.15 1.142E-005
25RV 25rv.dat 312.1 37.15 9.371E-006
26RV 26rv.dat 312 37.16 1.118E-005
27RV 27rv.dat 312.1 37.15 9.613E-006
28RV 28rv.dat 315.1 36.8 1.126E-005
29RV 29rv.dat 315 36.81 1.107E-005
30RV 30rv.dat 315 36.81 1.067E-005
31RV 31rv.dat 317.1 36.56 1.153E-005
32RV 32rv.dat 317 36.57 1.118E-005
33RV 33rv.dat 317 36.57 1.117E-005
34RV 34rv.dat 320 36.23 1.150E-005
35RV 35rv.dat 320 36.23 1.171E-005
36RV 36rv.dat 320 36.23 1.101E-005
37RV 37rv.dat 322 36.01 1.227E-005
38RV 38rv.dat 322.1 36 1.239E-005
39RV 39rv.dat 322 36.01 1.244E-005
40RV 40rv.dat 325 35.67 1.276E-005
41RV 41rv.dat 325.1 35.66 1.300E-005
42RV 42rv.dat 325.1 35.66 1.294E-005
43RV 43rv.dat 327 35.46 1.232E-005
44RV 44rv.dat 327 35.46 1.295E-005
45RV 45rv.dat 330.1 35.12 1.338E-005
46RV 46rv.dat 330 35.13 1.425E-005
47RV 47rv.dat 330 35.13 1.392E-005
