fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0T01 10:18:20 289.5 40.05 1.000E+000 9.341E-001 3.505E-006 1.000E+019 2.908E+000 6.740E-009 2.362E-006 2.576E-002 2.361E-006 1.646E-008 2.707E-001 1.340E-002 1.219E-006 3.602E-002 
0T02 10:20:22 289.5 40.05 1.000E+000 9.347E-001 3.466E-006 1.000E+019 2.908E+000 6.739E-009 2.365E-006 2.578E-002 2.364E-006 1.650E-008 2.707E-001 1.340E-002 1.222E-006 3.524E-002 
0T03 10:22:16 289.5 40.05 1.000E+000 9.083E-001 3.744E-006 1.000E+019 2.868E+000 7.177E-009 1.646E-006 1.960E-002 1.646E-006 8.575E-009 2.659E-001 1.010E-002 8.406E-007 2.194E-002 
0T04 10:24:50 289.6 40.04 1.000E+000 9.020E-001 3.735E-006 1.000E+019 2.866E+000 7.228E-009 1.653E-006 1.964E-002 1.653E-006 8.633E-009 2.659E-001 1.010E-002 8.464E-007 2.179E-002 
0T11 10:32:18 291 39.84 1.000E+000 8.949E-001 3.543E-006 1.000E+019 2.865E+000 7.499E-009 1.761E-006 1.934E-002 1.761E-006 9.045E-009 2.656E-001 1.000E-002 8.954E-007 2.139E-002 
0T12 10:34:18 291 39.84 1.000E+000 8.955E-001 3.498E-006 1.000E+019 2.862E+000 7.538E-009 1.769E-006 1.948E-002 1.768E-006 9.153E-009 2.657E-001 1.000E-002 9.062E-007 2.157E-002 
0T13 10:36:28 291 39.84 1.000E+000 8.954E-001 3.472E-006 1.000E+019 2.861E+000 7.541E-009 1.778E-006 1.957E-002 1.778E-006 9.248E-009 2.658E-001 1.010E-002 9.065E-007 2.186E-002 
0T14 10:38:46 291 39.84 1.000E+000 9.058E-001 3.427E-006 1.000E+019 2.863E+000 7.515E-009 1.788E-006 1.962E-002 1.788E-006 9.323E-009 2.658E-001 1.010E-002 9.139E-007 2.170E-002 
0T15 10:42:10 291 39.84 1.000E+000 9.082E-001 3.731E-006 1.000E+019 2.866E+000 7.523E-009 1.782E-006 1.960E-002 1.782E-006 9.286E-009 2.658E-001 1.010E-002 9.103E-007 1.942E-002 
0T16 10:46:42 291.1 39.83 1.000E+000 9.206E-001 4.187E-006 1.000E+019 2.871E+000 7.582E-009 1.767E-006 1.948E-002 1.767E-006 9.148E-009 2.657E-001 1.000E-002 9.057E-007 2.179E-002 
0T17 10:52:48 291.2 39.82 1.000E+000 9.232E-001 4.590E-006 1.000E+019 2.877E+000 7.620E-009 1.780E-006 1.958E-002 1.779E-006 9.259E-009 2.657E-001 1.010E-002 9.077E-007 2.215E-002 
0T18 11:00:04 291.3 39.8 1.000E+000 9.182E-001 4.614E-006 1.000E+019 2.876E+000 7.651E-009 1.769E-006 1.940E-002 1.768E-006 9.112E-009 2.656E-001 1.000E-002 9.021E-007 2.226E-002 
0T19 11:06:56 291.4 39.79 1.000E+000 9.163E-001 4.716E-006 1.000E+019 2.875E+000 7.685E-009 1.767E-006 1.932E-002 1.767E-006 9.062E-009 2.655E-001 9.900E-003 9.062E-007 2.203E-002 
0T20 11:20:00 291.6 39.76 1.000E+000 9.196E-001 4.726E-006 1.000E+019 2.876E+000 7.745E-009 1.772E-006 1.922E-002 1.771E-006 9.032E-009 2.654E-001 9.900E-003 9.031E-007 2.062E-002 
0T31 16:39:40 293.2 39.54 1.000E+000 8.555E-001 5.629E-006 1.000E+019 2.861E+000 7.458E-009 2.245E-006 2.029E-002 2.245E-006 1.212E-008 2.662E-001 1.050E-002 1.144E-006 2.022E-002 
0T32 16:41:50 293 39.57 1.000E+000 8.382E-001 5.724E-006 1.000E+019 2.860E+000 7.434E-009 2.234E-006 2.043E-002 2.234E-006 1.216E-008 2.664E-001 1.050E-002 1.147E-006 2.024E-002 
0T33 16:49:26 292.7 39.61 1.000E+000 8.380E-001 5.877E-006 1.000E+019 2.859E+000 7.473E-009 2.108E-006 1.991E-002 2.108E-006 1.116E-008 2.660E-001 1.030E-002 1.073E-006 1.974E-002 
0T34 16:51:28 292.7 39.61 1.000E+000 8.217E-001 6.092E-006 1.000E+019 2.854E+000 7.539E-009 2.083E-006 1.983E-002 2.083E-006 1.099E-008 2.660E-001 1.020E-002 1.067E-006 2.294E-002 
