N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.955242100E-02 2.983542400E-02 2.964142700E-02 2.955538700E-02
1.016672606E+01 2.994718200E-02 3.019147700E-02 2.996236000E-02 2.984827600E-02
1.033324570E+01 3.031654600E-02 3.050943400E-02 3.023656300E-02 3.015014500E-02
1.049996187E+01 3.063759300E-02 3.077328500E-02 3.045292800E-02 3.030610200E-02
1.066670514E+01 3.089615900E-02 3.097448300E-02 3.062530200E-02 3.039989700E-02
1.083333839E+01 3.109257300E-02 3.111170900E-02 3.071010500E-02 3.044427300E-02
1.100000000E+01 3.121474700E-02 3.118781000E-02 3.072359300E-02 3.041076900E-02
1.116672606E+01 3.127823700E-02 3.120693500E-02 3.067683500E-02 3.033001900E-02
1.133324570E+01 3.128630800E-02 3.117320400E-02 3.058701800E-02 3.020145200E-02
1.149996187E+01 3.124915400E-02 3.109155600E-02 3.046271100E-02 3.004611400E-02
1.166670514E+01 3.117129000E-02 3.097023000E-02 3.031992000E-02 2.988321000E-02
1.183333839E+01 3.106045700E-02 3.082420400E-02 3.016396200E-02 2.973445900E-02
1.200000000E+01 3.093103200E-02 3.068569400E-02 3.004146800E-02 2.962063500E-02
1.216672606E+01 3.080598700E-02 3.057364500E-02 2.997987200E-02 2.960408800E-02
1.233324570E+01 3.069361400E-02 3.051985500E-02 2.998395600E-02 2.965945300E-02
1.249996187E+01 3.064704100E-02 3.054671700E-02 3.006807300E-02 2.978914900E-02
1.266670514E+01 3.066884600E-02 3.064489600E-02 3.023081200E-02 2.997561200E-02
1.283333839E+01 3.077842500E-02 3.079663900E-02 3.041638500E-02 3.017815800E-02
1.300000000E+01 3.091327900E-02 3.099259600E-02 3.060588900E-02 3.037510100E-02
