N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 305 2.100E-4 1.252842617E+00 1.277264943E+00
1.468000E+10 3.162E+16 305 2.100E-4 1.258525517E+00 1.277350040E+00
2.154000E+10 3.162E+16 305 2.100E-4 1.263074847E+00 1.277474062E+00
3.162000E+10 3.162E+16 305 2.100E-4 1.266766099E+00 1.277654294E+00
4.642000E+10 3.162E+16 305 2.100E-4 1.269791533E+00 1.277915121E+00
6.813000E+10 3.162E+16 305 2.100E-4 1.272306421E+00 1.278290241E+00
1.000000E+11 3.162E+16 305 2.100E-4 1.274460907E+00 1.278825122E+00
1.468000E+11 3.162E+16 305 2.100E-4 1.276412752E+00 1.279578804E+00
2.154000E+11 3.162E+16 305 2.100E-4 1.278326497E+00 1.280624128E+00
3.162000E+11 3.162E+16 305 2.100E-4 1.280366086E+00 1.282044560E+00
4.642000E+11 3.162E+16 305 2.100E-4 1.282684089E+00 1.283926273E+00
6.813000E+11 3.162E+16 305 2.100E-4 1.285408378E+00 1.286344916E+00
1.000000E+12 3.162E+16 305 2.100E-4 1.288627376E+00 1.289349392E+00
1.468000E+12 3.162E+16 305 2.100E-4 1.292378216E+00 1.292947847E+00
2.154000E+12 3.162E+16 305 2.100E-4 1.296644491E+00 1.297103277E+00
3.162000E+12 3.162E+16 305 2.100E-4 1.301368483E+00 1.301743926E+00
4.642000E+12 3.162E+16 305 2.100E-4 1.306474755E+00 1.306785215E+00
6.813000E+12 3.162E+16 305 2.100E-4 1.311892532E+00 1.312150674E+00
1.000000E+13 3.162E+16 305 2.100E-4 1.317564995E+00 1.317779954E+00
