Ytrue Nb T d Ypred RSE
681299999999.999756 5623000000000000.000000 340.000000 0.000330 643073966080.000000 0.003335
464200000000.000854 1778000000000002.250000 300.000000 0.000180 483936862208.000000 0.001734
68129999999.999977 5623000000000000.000000 335.000000 0.000230 66109788160.000000 0.000906
1467999999999.998779 1000000000000000.000000 290.000000 0.000330 1550863958016.000000 0.003016
14679999999999.988281 31620000000000060.000000 310.000000 0.000180 13124766793728.000000 0.012554
68129999999.999977 56229999999999776.000000 325.000000 0.000280 69897617408.000000 0.000656
146799999999.999878 56229999999999776.000000 320.000000 0.000380 150879698944.000000 0.000751
10000000000000.000000 17779999999999950.000000 330.000000 0.000380 8548567744512.000000 0.024643
215400000000.000427 1778000000000002.250000 295.000000 0.000380 216709234688.000000 0.000037
681299999999.999756 31620000000000060.000000 320.000000 0.000230 646889537536.000000 0.002687
14679999999999.988281 3162000000000006.000000 300.000000 0.000330 15274050846720.000000 0.001574
100000000000000.000000 10000000000000000.000000 315.000000 0.000330 96888204296192.000000 0.000999
1000000000000.000000 100000000000000000.000000 290.000000 0.000180 975967158272.000000 0.000592
2154000000000.004395 100000000000000000.000000 320.000000 0.000230 2156586729472.000000 0.000001
46420000000.000084 56229999999999776.000000 340.000000 0.000280 46345748480.000000 0.000003
31620000000.000057 5623000000000000.000000 335.000000 0.000280 30093764608.000000 0.002448
68129999999999.976562 5623000000000000.000000 320.000000 0.000180 71486215815168.000000 0.002313
10000000000000.000000 17779999999999950.000000 340.000000 0.000280 9090936864768.000000 0.009090
68129999999.999977 5623000000000000.000000 290.000000 0.000280 66822770688.000000 0.000375
3162000000000.005859 10000000000000000.000000 340.000000 0.000280 1613972897792.000000 0.469569
100000000000.000000 10000000000000000.000000 325.000000 0.000230 106653491200.000000 0.004151
6812999999999.998047 17779999999999950.000000 305.000000 0.000180 7904091439104.000000 0.022107
316200000000.000610 3162000000000006.000000 340.000000 0.000230 318984028160.000000 0.000077
14679999999999.988281 31620000000000060.000000 290.000000 0.000230 14470621429760.000000 0.000206
14679999999999.988281 10000000000000000.000000 340.000000 0.000280 13204205862912.000000 0.011236
21540000000000.042969 56229999999999776.000000 305.000000 0.000180 20366663614464.000000 0.003138
4642000000000.007812 10000000000000000.000000 305.000000 0.000280 4615339245568.000000 0.000033
3162000000000.005859 3162000000000006.000000 320.000000 0.000330 3229847126016.000000 0.000451
316200000000.000610 10000000000000000.000000 330.000000 0.000280 304465215488.000000 0.001430
68129999999999.976562 1000000000000000.000000 300.000000 0.000230 68338625544192.000000 0.000009
