N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 -2.217331000E-03 1.279744000E-02 2.185517400E-02 2.674522000E-02 3.435857200E-02 4.759459400E-02 6.364966900E-02 7.663953300E-02 8.527363900E-02
1.016672606E+01 -2.166249000E-03 1.281614200E-02 2.186246100E-02 2.674443200E-02 3.434476500E-02 4.755439300E-02 6.355447300E-02 7.642963900E-02 8.485063100E-02
1.033324570E+01 -2.091849000E-03 1.284339900E-02 2.187308600E-02 2.674327100E-02 3.432467400E-02 4.749615000E-02 6.341758100E-02 7.613207900E-02 8.426573900E-02
1.049996187E+01 -1.983893000E-03 1.288298900E-02 2.188852600E-02 2.674157500E-02 3.429554600E-02 4.741220900E-02 6.322243800E-02 7.571640600E-02 8.347568300E-02
1.066670514E+01 -1.828095000E-03 1.294020900E-02 2.191085000E-02 2.673906800E-02 3.425350500E-02 4.729221600E-02 6.294776900E-02 7.514737900E-02 8.244064200E-02
1.083333839E+01 -1.604954000E-03 1.302232500E-02 2.194289400E-02 2.673536100E-02 3.419331300E-02 4.712267000E-02 6.256801800E-02 7.438943300E-02 8.113595900E-02
1.100000000E+01 -1.288913000E-03 1.313898000E-02 2.198843500E-02 2.672985900E-02 3.410806900E-02 4.688708000E-02 6.205581700E-02 7.341534900E-02 7.956677500E-02
1.116672606E+01 -8.483430000E-04 1.330232100E-02 2.205221300E-02 2.672167500E-02 3.398926100E-02 4.656733400E-02 6.138774700E-02 7.221943000E-02 7.778134500E-02
1.133324570E+01 -2.478040000E-04 1.352640400E-02 2.212487100E-02 2.669638900E-02 3.382738000E-02 4.614727600E-02 6.055432200E-02 7.083256800E-02 7.587740900E-02
1.149996187E+01 5.456560000E-04 1.382524200E-02 2.224096900E-02 2.664950800E-02 3.361373800E-02 4.561948500E-02 5.957333900E-02 6.933385700E-02 7.399689900E-02
1.166670514E+01 1.541693000E-03 1.420879200E-02 2.239121400E-02 2.661833800E-02 3.334392600E-02 4.499496500E-02 5.850249100E-02 6.785115100E-02 7.230599200E-02
1.183333839E+01 2.725353000E-03 1.467678500E-02 2.257425300E-02 2.658180200E-02 3.302310900E-02 4.431317400E-02 5.744357400E-02 6.654295600E-02 7.096117700E-02
1.200000000E+01 4.072064000E-03 1.521198200E-02 2.278128100E-02 2.653426600E-02 3.267157100E-02 4.364612000E-02 5.652887400E-02 6.555656300E-02 7.006830400E-02
1.216672606E+01 5.458090000E-03 1.577611100E-02 2.299265900E-02 2.647217400E-02 3.232699200E-02 4.308848200E-02 5.588526000E-02 6.499293800E-02 6.964818200E-02
1.233324570E+01 6.750209000E-03 1.631177000E-02 2.317774100E-02 2.639747300E-02 3.203847800E-02 4.272933500E-02 5.558543700E-02 6.484423100E-02 6.962402000E-02
1.249996187E+01 7.826673000E-03 1.675071700E-02 2.329901700E-02 2.630998300E-02 3.185005000E-02 4.261047000E-02 5.561233800E-02 6.500552300E-02 6.984331700E-02
1.266670514E+01 8.592000000E-03 1.702640700E-02 2.331289600E-02 2.620416300E-02 3.177913000E-02 4.271406700E-02 5.586290900E-02 6.532117500E-02 7.011674000E-02
1.283333839E+01 8.993498000E-03 1.708947700E-02 2.320470000E-02 2.608385000E-02 3.180550500E-02 4.294977200E-02 5.619196300E-02 6.561721400E-02 7.027083700E-02
1.300000000E+01 9.011061000E-03 1.692310600E-02 2.297431700E-02 2.594339300E-02 3.187573200E-02 4.320743300E-02 5.646643300E-02 6.576363000E-02 7.021749100E-02
