5.000E-2 1.624E-11 6.800E-14 1.618E-11 2.422E-40 2.929E-144 0.000E+0 1.488E-280 1.579E-198
5.280E-2 9.383E-11 3.255E-13 9.350E-11 6.729E-39 3.665E-140 0.000E+0 4.098E-275 4.780E-195
5.560E-2 5.092E-10 1.497E-12 5.077E-10 1.758E-37 4.002E-136 0.000E+0 9.986E-270 1.348E-191
5.840E-2 2.597E-9 6.612E-12 2.590E-9 4.319E-36 3.812E-132 0.000E+0 2.152E-264 3.538E-188
6.120E-2 1.244E-8 2.807E-11 1.241E-8 9.980E-35 3.168E-128 0.000E+0 4.101E-259 8.652E-185
6.400E-2 5.599E-8 1.145E-10 5.587E-8 2.169E-33 2.297E-124 0.000E+0 6.913E-254 1.970E-181
6.680E-2 2.367E-7 4.486E-10 2.363E-7 4.432E-32 1.453E-120 0.000E+0 1.031E-248 4.179E-178
6.960E-2 9.404E-7 1.689E-9 9.387E-7 8.518E-31 8.019E-117 0.000E+0 1.359E-243 8.256E-175
7.240E-2 3.509E-6 6.109E-9 3.503E-6 1.540E-29 3.861E-113 0.000E+0 1.585E-238 1.519E-171
7.520E-2 1.230E-5 2.123E-8 1.228E-5 2.617E-28 1.622E-109 0.000E+0 1.634E-233 2.603E-168
7.800E-2 4.052E-5 7.089E-8 4.045E-5 4.184E-27 5.944E-106 0.000E+0 1.491E-228 4.154E-165
8.080E-2 1.254E-4 2.274E-7 1.252E-4 6.289E-26 1.901E-102 0.000E+0 1.203E-223 6.175E-162
8.360E-2 3.645E-4 7.010E-7 3.638E-4 8.892E-25 5.302E-99 0.000E+0 8.583E-219 8.549E-159
8.640E-2 9.954E-4 2.076E-6 9.933E-4 1.182E-23 1.290E-95 0.000E+0 5.417E-214 1.102E-155
8.920E-2 2.554E-3 5.908E-6 2.548E-3 1.479E-22 2.740E-92 0.000E+0 3.023E-209 1.324E-152
9.200E-2 6.155E-3 1.615E-5 6.139E-3 1.739E-21 5.076E-89 0.000E+0 1.493E-204 1.480E-149
9.480E-2 1.394E-2 4.242E-5 1.390E-2 1.923E-20 8.204E-86 7.576E-320 6.516E-200 1.542E-146
9.760E-2 2.966E-2 1.071E-4 2.955E-2 2.000E-19 1.157E-82 3.450E-311 2.516E-195 1.496E-143
1.004E-1 5.929E-2 2.596E-4 5.903E-2 1.957E-18 1.423E-79 1.195E-302 8.594E-191 1.352E-140
1.032E-1 1.114E-1 6.048E-4 1.108E-1 1.800E-17 1.528E-76 3.147E-294 2.596E-186 1.138E-137
1.060E-1 1.967E-1 1.354E-3 1.953E-1 1.557E-16 1.430E-73 6.301E-286 6.934E-182 8.916E-135
1.088E-1 3.263E-1 2.911E-3 3.234E-1 1.267E-15 1.169E-70 9.594E-278 1.638E-177 6.508E-132
1.116E-1 5.092E-1 6.015E-3 5.032E-1 9.695E-15 8.330E-68 1.111E-269 3.424E-173 4.425E-129
1.144E-1 7.473E-1 1.194E-2 7.354E-1 6.976E-14 5.180E-65 9.779E-262 6.328E-169 2.802E-126
