fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_325 001_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.225591497E-14 1.000000000E+20 1.255453595E+00 3.993534316E-15 1.189157417E-04 
001_325_SRH 001_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.488692718E-15 1.000000000E+20 1.292324807E+00 3.706800689E-15 4.500401277E-04 
002_325 002_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.657775816E-14 1.000000000E+20 1.266218446E+00 5.719953462E-15 1.613442408E-04 
002_325_SRH 002_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.386758312E-14 1.000000000E+20 1.292405849E+00 5.440133067E-15 4.520720376E-04 
003_325 003_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.285254812E-14 1.000000000E+20 1.274176879E+00 8.257842310E-15 2.082205407E-04 
003_325_SRH 003_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.022736501E-14 1.000000000E+20 1.292523347E+00 7.983520894E-15 4.550443580E-04 
004_325 004_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.192125951E-14 1.000000000E+20 1.279976141E+00 1.198464043E-14 2.567384140E-04 
004_325_SRH 004_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.942009003E-14 1.000000000E+20 1.292692849E+00 1.171502783E-14 4.593855973E-04 
005_325 005_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.494009194E-14 1.000000000E+20 1.284196395E+00 1.745376387E-14 3.043249377E-04 
005_325_SRH 005_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.261714652E-14 1.000000000E+20 1.292935261E+00 1.718864082E-14 4.657124154E-04 
006_325 006_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.345129381E-14 1.000000000E+20 1.287317612E+00 2.547596911E-14 3.495055239E-04 
006_325_SRH 006_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.138064072E-14 1.000000000E+20 1.293278338E+00 2.521565005E-14 4.749028473E-04 
007_325 007_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.094227742E-13 1.000000000E+20 1.289719020E+00 3.723800632E-14 3.923844657E-04 
007_325_SRH 007_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.770278098E-14 1.000000000E+20 1.293756088E+00 3.698332000E-14 4.881925936E-04 
008_325 008_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.452070768E-13 1.000000000E+20 1.291692935E+00 5.447563232E-14 4.346532057E-04 
008_325_SRH 008_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.239628995E-13 1.000000000E+20 1.294407107E+00 5.422789699E-14 5.072870659E-04 
009_325 009_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.933574952E-13 1.000000000E+20 1.293458256E+00 7.972611484E-14 4.793231730E-04 
009_325_SRH 009_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.727387273E-13 1.000000000E+20 1.295268323E+00 7.948706383E-14 5.344802762E-04 
010_325 010_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.562675544E-13 1.000000000E+20 1.295168545E+00 1.166978253E-13 5.304079825E-04 
010_325_SRH 010_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.364375077E-13 1.000000000E+20 1.296364852E+00 1.164694162E-13 5.727484558E-04 
011_325 011_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.357110775E-13 1.000000000E+20 1.296912497E+00 1.708135062E-13 5.926451099E-04 
011_325_SRH 011_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.168255239E-13 1.000000000E+20 1.297695769E+00 1.705976543E-13 6.257659201E-04 
012_325 012_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.325415873E-13 1.000000000E+20 1.298713872E+00 2.500122701E-13 6.712073508E-04 
012_325_SRH 012_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.147194440E-13 1.000000000E+20 1.299222085E+00 2.498104178E-13 6.977700340E-04 
013_325 013_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.469068372E-13 1.000000000E+20 1.300538409E+00 3.659345678E-13 7.713029075E-04 
013_325_SRH 013_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.302020896E-13 1.000000000E+20 1.300865756E+00 3.657473130E-13 7.932145173E-04 
014_325 014_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.790383441E-13 1.000000000E+20 1.302419302E+00 5.358735321E-13 8.991745686E-04 
014_325_SRH 014_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.634256898E-13 1.000000000E+20 1.302630094E+00 5.357014354E-13 9.177873639E-04 
015_325 015_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.304511239E-13 1.000000000E+20 1.304291362E+00 7.851915827E-13 1.054284332E-03 
015_325_SRH 015_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.158342686E-13 1.000000000E+20 1.304423944E+00 7.850274030E-13 1.070472791E-03 
016_325 016_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.006422094E-12 1.000000000E+20 1.309125160E+00 1.152922544E-12 1.240832630E-03 
016_325_SRH 016_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.932165817E-13 1.000000000E+20 1.310427851E+00 1.153778022E-12 1.255767284E-03 
017_325 017_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.214137981E-12 1.000000000E+20 1.317219842E+00 1.697362430E-12 1.472462525E-03 
017_325_SRH 017_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.201058588E-12 1.000000000E+20 1.317279705E+00 1.697247108E-12 1.484928350E-03 
018_325 018_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.458390602E-12 1.000000000E+20 1.324884612E+00 2.529087679E-12 1.744304209E-03 
018_325_SRH 018_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.445819973E-12 1.000000000E+20 1.324965915E+00 2.529220891E-12 1.755395856E-03 
019_325 019_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.742636619E-12 1.000000000E+20 1.325842157E+00 3.708202875E-12 2.016666535E-03 
019_325_SRH 019_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.730453988E-12 1.000000000E+20 1.325917541E+00 3.708532934E-12 2.026988453E-03 
