N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.271645000E-03 6.377627000E-03 5.774407000E-03 5.354360000E-03
1.016672606E+01 5.288787000E-03 4.584226000E-03 4.114452000E-03 3.789428000E-03
1.033324570E+01 3.793086000E-03 3.257487000E-03 2.903860000E-03 2.660526000E-03
1.049996187E+01 2.688884000E-03 2.293525000E-03 2.034471000E-03 1.856915000E-03
1.066670514E+01 1.889498000E-03 1.604275000E-03 1.418417000E-03 1.291352000E-03
1.083333839E+01 1.320076000E-03 1.117865000E-03 9.865990000E-04 8.969730000E-04
1.100000000E+01 9.195470000E-04 7.780670000E-04 6.864570000E-04 6.239440000E-04
1.116672606E+01 6.404680000E-04 5.424960000E-04 4.791830000E-04 4.359860000E-04
1.133324570E+01 4.473580000E-04 3.801030000E-04 3.367430000E-04 3.071870000E-04
1.149996187E+01 3.143980000E-04 2.686400000E-04 2.392440000E-04 2.192850000E-04
1.166670514E+01 2.231850000E-04 1.923830000E-04 1.727360000E-04 1.594960000E-04
1.183333839E+01 1.607700000E-04 1.403300000E-04 1.274580000E-04 1.189100000E-04
1.200000000E+01 1.181220000E-04 1.048370000E-04 9.664200000E-05 9.131300000E-05
1.216672606E+01 8.895700000E-05 8.056300000E-05 7.554900000E-05 7.236500000E-05
1.233324570E+01 6.891500000E-05 6.381100000E-05 6.088600000E-05 5.909400000E-05
1.249996187E+01 5.497100000E-05 5.200000000E-05 5.039600000E-05 4.944200000E-05
1.266670514E+01 4.501000000E-05 4.337700000E-05 4.254800000E-05 4.207600000E-05
1.283333839E+01 3.762300000E-05 3.676500000E-05 3.636900000E-05 3.615100000E-05
1.300000000E+01 3.186700000E-05 3.143800000E-05 3.126400000E-05 3.117500000E-05
