N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.970033000E-03 7.483678000E-03 7.100595000E-03 6.807644000E-03
1.016672606E+01 5.548791000E-03 5.186849000E-03 4.907856000E-03 4.697003000E-03
1.033324570E+01 3.842760000E-03 3.578432000E-03 3.378112000E-03 3.228190000E-03
1.049996187E+01 2.650127000E-03 2.460165000E-03 2.318069000E-03 2.212586000E-03
1.066670514E+01 1.821896000E-03 1.687104000E-03 1.587276000E-03 1.513707000E-03
1.083333839E+01 1.249767000E-03 1.155057000E-03 1.085496000E-03 1.034640000E-03
1.100000000E+01 8.562240000E-04 7.901940000E-04 7.420910000E-04 7.073630000E-04
1.116672606E+01 5.864510000E-04 5.407720000E-04 5.078700000E-04 4.845150000E-04
1.133324570E+01 4.020770000E-04 3.707790000E-04 3.486040000E-04 3.333160000E-04
1.149996187E+01 2.764430000E-04 2.552980000E-04 2.407220000E-04 2.310460000E-04
1.166670514E+01 1.911260000E-04 1.771510000E-04 1.678440000E-04 1.619930000E-04
1.183333839E+01 1.333860000E-04 1.244010000E-04 1.186780000E-04 1.152670000E-04
1.200000000E+01 9.440300000E-05 8.884200000E-05 8.541300000E-05 8.346400000E-05
1.216672606E+01 6.812300000E-05 6.475200000E-05 6.275900000E-05 6.164500000E-05
1.233324570E+01 5.032000000E-05 4.835300000E-05 4.720900000E-05 4.658900000E-05
1.249996187E+01 3.817200000E-05 3.706100000E-05 3.644900000E-05 3.614200000E-05
1.266670514E+01 2.979400000E-05 2.922300000E-05 2.892500000E-05 2.881100000E-05
1.283333839E+01 2.393500000E-05 2.368700000E-05 2.358600000E-05 2.357200000E-05
1.300000000E+01 1.973800000E-05 1.968100000E-05 1.968100000E-05 1.971700000E-05
