N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.349546000E-03 6.770385000E-03 6.390912000E-03 6.126695000E-03
1.016672606E+01 5.216343000E-03 4.762328000E-03 4.467888000E-03 4.264308000E-03
1.033324570E+01 3.670513000E-03 3.326369000E-03 3.104998000E-03 2.952705000E-03
1.049996187E+01 2.564040000E-03 2.310207000E-03 2.147869000E-03 2.036462000E-03
1.066670514E+01 1.781087000E-03 1.597789000E-03 1.480917000E-03 1.400777000E-03
1.083333839E+01 1.232496000E-03 1.102165000E-03 1.019167000E-03 9.621660000E-04
1.100000000E+01 8.511310000E-04 7.594950000E-04 7.011020000E-04 6.609120000E-04
1.116672606E+01 5.876310000E-04 5.237270000E-04 4.829670000E-04 4.548320000E-04
1.133324570E+01 4.064140000E-04 3.621700000E-04 3.339160000E-04 3.144050000E-04
1.149996187E+01 2.822570000E-04 2.518360000E-04 2.324490000E-04 2.191010000E-04
1.166670514E+01 1.974680000E-04 1.767540000E-04 1.636430000E-04 1.546600000E-04
1.183333839E+01 1.397500000E-04 1.258470000E-04 1.171480000E-04 1.112590000E-04
1.200000000E+01 1.005550000E-04 9.140100000E-05 8.578900000E-05 8.205700000E-05
1.216672606E+01 7.399300000E-05 6.813500000E-05 6.463900000E-05 6.236800000E-05
1.233324570E+01 5.597300000E-05 5.235800000E-05 5.029000000E-05 4.896800000E-05
1.249996187E+01 4.367100000E-05 4.155200000E-05 4.039600000E-05 3.968100000E-05
1.266670514E+01 3.516200000E-05 3.397800000E-05 3.338800000E-05 3.301800000E-05
1.283333839E+01 2.909700000E-05 2.848400000E-05 2.820500000E-05 2.803200000E-05
1.300000000E+01 2.458600000E-05 2.429600000E-05 2.418500000E-05 2.410500000E-05
