N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.197403000E-03 8.511310000E-04 -1.854430000E-04 -1.115194000E-03
1.016672606E+01 1.367832000E-03 4.649880000E-04 -2.296360000E-04 -8.528910000E-04
1.033324570E+01 8.564520000E-04 2.536580000E-04 -2.095340000E-04 -6.250550000E-04
1.049996187E+01 5.430150000E-04 1.414340000E-04 -1.661480000E-04 -4.416100000E-04
1.066670514E+01 3.501320000E-04 8.315300000E-05 -1.198170000E-04 -3.006970000E-04
1.083333839E+01 2.302130000E-04 5.358900000E-05 -7.879600000E-05 -1.953730000E-04
1.100000000E+01 1.548890000E-04 3.926400000E-05 -4.503900000E-05 -1.175790000E-04
1.116672606E+01 1.072810000E-04 3.324500000E-05 -1.798700000E-05 -5.995800000E-05
1.133324570E+01 7.729500000E-05 3.193300000E-05 3.681000000E-06 -1.708000000E-05
1.149996187E+01 5.883200000E-05 3.340400000E-05 2.101000000E-05 1.451300000E-05
1.166670514E+01 4.794400000E-05 3.626000000E-05 3.429900000E-05 3.643400000E-05
1.183333839E+01 4.190500000E-05 3.918500000E-05 4.313000000E-05 4.913200000E-05
1.200000000E+01 3.852100000E-05 4.081400000E-05 4.694700000E-05 5.338000000E-05
1.216672606E+01 3.604700000E-05 4.020100000E-05 4.596900000E-05 5.108300000E-05
1.233324570E+01 3.320800000E-05 3.718100000E-05 4.150300000E-05 4.498200000E-05
1.249996187E+01 2.955600000E-05 3.251300000E-05 3.542500000E-05 3.770600000E-05
1.266670514E+01 2.534500000E-05 2.734400000E-05 2.930100000E-05 3.088400000E-05
1.283333839E+01 2.117700000E-05 2.253200000E-05 2.395000000E-05 2.516800000E-05
1.300000000E+01 1.749400000E-05 1.851100000E-05 1.961500000E-05 2.059700000E-05
