N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.570854300E-02 1.529942800E-02 1.503673100E-02 1.482415900E-02
1.016672606E+01 1.108151000E-02 1.074764300E-02 1.053526500E-02 1.036796900E-02
1.033324570E+01 7.755614000E-03 7.492093000E-03 7.325530000E-03 7.196815000E-03
1.049996187E+01 5.392584000E-03 5.190876000E-03 5.063828000E-03 4.966780000E-03
1.066670514E+01 3.730015000E-03 3.579505000E-03 3.484691000E-03 3.412613000E-03
1.083333839E+01 2.569752000E-03 2.459540000E-03 2.389799000E-03 2.336851000E-03
1.100000000E+01 1.765297000E-03 1.685628000E-03 1.634811000E-03 1.596027000E-03
1.116672606E+01 1.210436000E-03 1.153238000E-03 1.116367000E-03 1.088051000E-03
1.133324570E+01 8.292280000E-04 7.883540000E-04 7.616660000E-04 7.410350000E-04
1.149996187E+01 5.682180000E-04 5.391010000E-04 5.198720000E-04 5.049690000E-04
1.166670514E+01 3.900420000E-04 3.694260000E-04 3.557520000E-04 3.451990000E-04
1.183333839E+01 2.688410000E-04 2.544130000E-04 2.449310000E-04 2.377080000E-04
1.200000000E+01 1.867290000E-04 1.768860000E-04 1.705710000E-04 1.658900000E-04
1.216672606E+01 1.313940000E-04 1.249560000E-04 1.209950000E-04 1.181810000E-04
1.233324570E+01 9.430100000E-05 9.033200000E-05 8.806400000E-05 8.653000000E-05
1.249996187E+01 6.953900000E-05 6.729700000E-05 6.614200000E-05 6.540300000E-05
1.266670514E+01 5.299900000E-05 5.186100000E-05 5.137600000E-05 5.107500000E-05
1.283333839E+01 4.180300000E-05 4.132300000E-05 4.120000000E-05 4.111700000E-05
1.300000000E+01 3.404000000E-05 3.391100000E-05 3.395000000E-05 3.396400000E-05
