N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 320 3.800E-4 3.717917E+1 1.701720E+1 5.652460E-1 8.097470E+1
1.468000E+10 3.162E+16 320 3.800E-4 3.705577E+1 1.694420E+1 5.647730E-1 8.096400E+1
2.154000E+10 3.162E+16 320 3.800E-4 3.688625E+1 1.684440E+1 5.641270E-1 8.094930E+1
3.162000E+10 3.162E+16 320 3.800E-4 3.665927E+1 1.671110E+1 5.632680E-1 8.092950E+1
4.642000E+10 3.162E+16 320 3.800E-4 3.636510E+1 1.653910E+1 5.621600E-1 8.090370E+1
6.813000E+10 3.162E+16 320 3.800E-4 3.599858E+1 1.632570E+1 5.607820E-1 8.087080E+1
1.000000E+11 3.162E+16 320 3.800E-4 3.556147E+1 1.607190E+1 5.590890E-1 8.083630E+1
1.468000E+11 3.162E+16 320 3.800E-4 3.506254E+1 1.578250E+1 5.571030E-1 8.079720E+1
2.154000E+11 3.162E+16 320 3.800E-4 3.451428E+1 1.545750E+1 5.548880E-1 8.071120E+1
3.162000E+11 3.162E+16 320 3.800E-4 3.392771E+1 1.511640E+1 5.524540E-1 8.064880E+1
4.642000E+11 3.162E+16 320 3.800E-4 3.330862E+1 1.475620E+1 5.497770E-1 8.058070E+1
6.813000E+11 3.162E+16 320 3.800E-4 3.265744E+1 1.437640E+1 5.467390E-1 8.051740E+1
1.000000E+12 3.162E+16 320 3.800E-4 3.197168E+1 1.396960E+1 5.434710E-1 8.039720E+1
1.468000E+12 3.162E+16 320 3.800E-4 3.124838E+1 1.354870E+1 5.399500E-1 8.030000E+1
2.154000E+12 3.162E+16 320 3.800E-4 3.048544E+1 1.310700E+1 5.360120E-1 8.021150E+1
3.162000E+12 3.162E+16 320 3.800E-4 2.968168E+1 1.263850E+1 5.318700E-1 8.005760E+1
4.642000E+12 3.162E+16 320 3.800E-4 2.883685E+1 1.215790E+1 5.273870E-1 7.994320E+1
6.813000E+12 3.162E+16 320 3.800E-4 2.795151E+1 1.165370E+1 5.226560E-1 7.977090E+1
1.000000E+13 3.162E+16 320 3.800E-4 2.702721E+1 1.114050E+1 5.176430E-1 7.962950E+1
1.468000E+13 3.162E+16 320 3.800E-4 2.606646E+1 1.060930E+1 5.123950E-1 7.943260E+1
2.154000E+13 3.162E+16 320 3.800E-4 2.507285E+1 1.007390E+1 5.068820E-1 7.926620E+1
3.162000E+13 3.162E+16 320 3.800E-4 2.405095E+1 9.527100E+0 5.012030E-1 7.903440E+1
4.642000E+13 3.162E+16 320 3.800E-4 2.300634E+1 8.982900E+0 4.952340E-1 7.884220E+1
6.813000E+13 3.162E+16 320 3.800E-4 2.194547E+1 8.434600E+0 4.891550E-1 7.857290E+1
1.000000E+14 3.162E+16 320 3.800E-4 2.087556E+1 7.896000E+0 4.828240E-1 7.833990E+1
