N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+16 320 3.800E-4 3.735174E+1 1.712260E+1 5.660510E-1 8.098460E+1
1.468000E+10 3.162E+16 320 3.800E-4 3.730538E+1 1.709540E+1 5.659020E-1 8.097780E+1
2.154000E+10 3.162E+16 320 3.800E-4 3.723886E+1 1.705640E+1 5.656870E-1 8.096810E+1
3.162000E+10 3.162E+16 320 3.800E-4 3.714441E+1 1.700100E+1 5.653790E-1 8.095470E+1
4.642000E+10 3.162E+16 320 3.800E-4 3.701220E+1 1.692370E+1 5.649440E-1 8.093670E+1
6.813000E+10 3.162E+16 320 3.800E-4 3.683075E+1 1.681780E+1 5.643380E-1 8.091310E+1
1.000000E+11 3.162E+16 320 3.800E-4 3.658822E+1 1.667650E+1 5.635140E-1 8.088330E+1
1.468000E+11 3.162E+16 320 3.800E-4 3.627485E+1 1.649450E+1 5.624270E-1 8.084740E+1
2.154000E+11 3.162E+16 320 3.800E-4 3.588629E+1 1.626930E+1 5.610470E-1 8.080550E+1
3.162000E+11 3.162E+16 320 3.800E-4 3.542600E+1 1.600300E+1 5.593370E-1 8.076160E+1
4.642000E+11 3.162E+16 320 3.800E-4 3.490485E+1 1.570140E+1 5.573020E-1 8.071620E+1
6.813000E+11 3.162E+16 320 3.800E-4 3.433669E+1 1.536540E+1 5.550280E-1 8.062490E+1
1.000000E+12 3.162E+16 320 3.800E-4 3.373251E+1 1.501460E+1 5.525270E-1 8.055840E+1
1.468000E+12 3.162E+16 320 3.800E-4 3.309708E+1 1.464520E+1 5.497730E-1 8.048620E+1
2.154000E+12 3.162E+16 320 3.800E-4 3.242969E+1 1.425610E+1 5.466480E-1 8.041750E+1
3.162000E+12 3.162E+16 320 3.800E-4 3.172728E+1 1.384000E+1 5.432760E-1 8.029410E+1
4.642000E+12 3.162E+16 320 3.800E-4 3.098686E+1 1.340990E+1 5.396170E-1 8.019790E+1
6.813000E+12 3.162E+16 320 3.800E-4 3.020646E+1 1.295870E+1 5.355570E-1 8.010420E+1
1.000000E+13 3.162E+16 320 3.800E-4 2.938516E+1 1.248130E+1 5.312770E-1 7.994860E+1
1.468000E+13 3.162E+16 320 3.800E-4 2.852295E+1 1.199180E+1 5.266250E-1 7.983410E+1
2.154000E+13 3.162E+16 320 3.800E-4 2.762075E+1 1.147910E+1 5.217530E-1 7.965410E+1
3.162000E+13 3.162E+16 320 3.800E-4 2.668048E+1 1.095820E+1 5.165530E-1 7.951170E+1
4.642000E+13 3.162E+16 320 3.800E-4 2.570506E+1 1.041950E+1 5.111650E-1 7.929880E+1
6.813000E+13 3.162E+16 320 3.800E-4 2.469848E+1 9.877700E+0 5.054510E-1 7.912400E+1
1.000000E+14 3.162E+16 320 3.800E-4 2.366574E+1 9.324800E+0 4.995960E-1 7.886830E+1
