fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0T01 9:38:32 292.8 39.6 1.000E+000 6.830E-001 1.859E-006 1.000E+019 2.709E+000 2.324E-008 4.644E-007 1.332E-002 4.643E-007 1.616E-009 2.613E-001 6.800E-003 2.341E-007 1.219E-002 
0T02 9:41:36 292.6 39.62 1.000E+000 6.732E-001 1.767E-006 1.000E+019 2.714E+000 2.282E-008 4.621E-007 1.326E-002 4.621E-007 1.601E-009 2.612E-001 6.800E-003 2.319E-007 1.209E-002 
0T03 9:44:24 292.6 39.62 1.000E+000 6.775E-001 1.768E-006 1.000E+019 2.712E+000 2.284E-008 4.592E-007 1.318E-002 4.592E-007 1.581E-009 2.611E-001 6.700E-003 2.325E-007 1.268E-002 
0T04 9:49:02 292.6 39.62 1.000E+000 7.056E-001 1.617E-006 1.000E+019 2.745E+000 2.156E-008 7.449E-007 1.958E-002 7.449E-007 3.886E-009 2.664E-001 1.010E-002 3.810E-007 2.280E-002 
0T05 9:51:56 292.7 39.61 1.000E+000 6.699E-001 1.747E-006 1.000E+019 2.708E+000 2.298E-008 4.789E-007 1.366E-002 4.789E-007 1.711E-009 2.616E-001 7.000E-003 2.409E-007 1.305E-002 
0T06 9:55:38 292.7 39.61 1.000E+000 6.728E-001 1.780E-006 1.000E+019 2.710E+000 2.293E-008 4.822E-007 1.372E-002 4.822E-007 1.731E-009 2.616E-001 7.000E-003 2.438E-007 1.306E-002 
0T07 10:01:24 292.7 39.61 1.000E+000 7.927E-001 1.848E-006 1.000E+019 2.760E+000 2.130E-008 7.675E-007 1.985E-002 7.675E-007 4.062E-009 2.666E-001 1.020E-002 3.944E-007 2.358E-002 
0T08 10:07:00 292.7 39.61 1.000E+000 7.357E-001 2.417E-006 1.000E+019 2.732E+000 2.272E-008 4.749E-007 1.353E-002 4.749E-007 1.679E-009 2.614E-001 6.900E-003 2.399E-007 1.219E-002 
0T09 10:22:08 292.7 39.61 1.000E+000 7.377E-001 2.797E-006 1.000E+019 2.736E+000 2.307E-008 4.599E-007 1.334E-002 4.599E-007 1.603E-009 2.612E-001 6.800E-003 2.322E-007 1.193E-002 
0T10 10:25:06 292.6 39.62 1.000E+000 7.268E-001 2.841E-006 1.000E+019 2.735E+000 2.292E-008 4.499E-007 1.310E-002 4.499E-007 1.538E-009 2.610E-001 6.700E-003 2.261E-007 1.174E-002 
0T11 10:33:10 292.6 39.62 1.000E+000 7.276E-001 2.764E-006 1.000E+019 2.735E+000 2.301E-008 4.581E-007 1.336E-002 4.581E-007 1.599E-009 2.612E-001 6.800E-003 2.317E-007 1.185E-002 
0T12 10:36:24 292.7 39.61 1.000E+000 7.339E-001 2.816E-006 1.000E+019 2.735E+000 2.294E-008 4.483E-007 1.297E-002 4.483E-007 1.516E-009 2.609E-001 6.600E-003 2.262E-007 1.172E-002 
0T13 10:48:30 292.7 39.61 1.000E+000 7.232E-001 2.848E-006 1.000E+019 2.734E+000 2.320E-008 4.538E-007 1.324E-002 4.538E-007 1.568E-009 2.611E-001 6.800E-003 2.272E-007 1.161E-002 
0T14 10:50:56 292.6 39.62 1.000E+000 7.244E-001 2.874E-006 1.000E+019 2.735E+000 2.294E-008 4.509E-007 1.313E-002 4.509E-007 1.545E-009 2.610E-001 6.700E-003 2.272E-007 1.158E-002 
0T15 11:03:20 292.7 39.61 1.000E+000 7.468E-001 2.592E-006 1.000E+019 2.735E+000 2.293E-008 4.551E-007 1.314E-002 4.551E-007 1.560E-009 2.610E-001 6.700E-003 2.294E-007 1.195E-002 
0T16 11:07:44 292.9 39.58 1.000E+000 7.449E-001 3.013E-006 1.000E+019 2.729E+000 2.352E-008 4.509E-007 1.310E-002 4.508E-007 1.542E-009 2.610E-001 6.700E-003 2.267E-007 1.224E-002 
0T17 11:18:56 292.5 39.64 1.000E+000 7.431E-001 2.902E-006 1.000E+019 2.739E+000 2.290E-008 4.579E-007 1.342E-002 4.579E-007 1.605E-009 2.612E-001 6.900E-003 2.292E-007 1.232E-002 
0T18 11:22:20 292.7 39.61 1.000E+000 7.050E-001 3.051E-006 1.000E+019 2.733E+000 2.330E-008 4.510E-007 1.321E-002 4.510E-007 1.556E-009 2.611E-001 6.800E-003 2.254E-007 1.160E-002 
0T19 11:29:16 292.8 39.6 1.000E+000 7.495E-001 2.941E-006 1.000E+019 2.737E+000 2.325E-008 4.521E-007 1.314E-002 4.521E-007 1.550E-009 2.610E-001 6.700E-003 2.279E-007 1.189E-002 
0T20 11:32:38 292.9 39.58 1.000E+000 7.043E-001 3.167E-006 1.000E+019 2.728E+000 2.361E-008 4.400E-007 1.286E-002 4.400E-007 1.475E-009 2.608E-001 6.600E-003 2.201E-007 1.189E-002 
