fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 8:39 297.7 38.95 1.000E+000 9.601E-001 6.367E-011 1.783E+004 2.853E+000 7.413E-006 1.444E-004 2.150E-001 1.444E-004 1.314E-005 4.235E-001 1.363E-001 9.636E-005 1.758E-003 
00L2 9:1 299.3 38.74 1.000E+000 1.017E+000 8.690E-011 1.685E+004 2.842E+000 7.893E-006 1.453E-004 2.112E-001 1.453E-004 1.289E-005 4.199E-001 1.334E-001 9.652E-005 1.166E-002 
00L3 9:18 301.7 38.43 1.000E+000 1.086E+000 1.261E-010 1.543E+004 2.829E+000 8.708E-006 1.444E-004 2.042E-001 1.444E-004 1.218E-005 4.132E-001 1.282E-001 9.494E-005 1.872E-003 
00L4 10:13 303.2 38.24 1.000E+000 1.102E+000 1.626E-010 1.458E+004 2.821E+000 9.320E-006 1.454E-004 2.002E-001 1.453E-004 1.191E-005 4.093E-001 1.252E-001 9.506E-005 2.222E-003 
00L5 10:30 305.4 37.96 1.000E+000 1.136E+000 2.305E-010 1.337E+004 2.798E+000 1.006E-005 1.461E-004 1.947E-001 1.460E-004 1.150E-005 4.044E-001 1.211E-001 9.485E-005 1.773E-003 
00L6 10:53 307.7 37.68 1.000E+000 1.156E+000 3.380E-010 1.217E+004 2.788E+000 1.123E-005 1.463E-004 1.876E-001 1.462E-004 1.091E-005 3.975E-001 1.160E-001 9.393E-005 1.488E-003 
00L7 11:9 309.7 37.44 1.000E+000 1.139E+000 4.506E-010 1.117E+004 2.771E+000 1.212E-005 1.469E-004 1.823E-001 1.468E-004 1.051E-005 3.926E-001 1.121E-001 9.366E-005 3.967E-003 
00L8 11:30 312 37.16 1.000E+000 1.161E+000 6.534E-010 1.009E+004 2.762E+000 1.344E-005 1.470E-004 1.755E-001 1.470E-004 9.951E-006 3.858E-001 1.072E-001 9.274E-005 1.182E-003 
00L9 11:46 314.9 36.82 1.000E+000 1.022E+000 9.595E-010 8.827E+003 2.739E+000 1.510E-005 1.479E-004 1.676E-001 1.479E-004 9.368E-006 3.781E-001 1.015E-001 9.221E-005 2.225E-003 
0L10 12:7 317.3 36.54 1.000E+000 1.123E+000 1.483E-009 7.866E+003 2.748E+000 1.723E-005 1.489E-004 1.604E-001 1.489E-004 8.840E-006 3.703E-001 9.630E-002 9.170E-005 1.163E-003 
0L11 12:22 319.4 36.3 1.000E+000 1.138E+000 2.036E-009 7.092E+003 2.743E+000 1.902E-005 1.496E-004 1.542E-001 1.496E-004 8.396E-006 3.640E-001 9.190E-002 9.126E-005 1.752E-003 
0L12 12:45 321.6 36.05 1.000E+000 1.003E+000 2.711E-009 6.350E+003 2.713E+000 2.089E-005 1.493E-004 1.466E-001 1.492E-004 7.823E-006 3.577E-001 8.680E-002 9.002E-005 1.085E-003 
0L13 13:1 324.4 35.74 1.000E+000 1.055E+000 3.969E-009 5.511E+003 2.717E+000 2.352E-005 1.500E-004 1.397E-001 1.500E-004 7.327E-006 3.498E-001 8.190E-002 8.936E-005 1.422E-003 
0L14 13:20 326.3 35.53 1.000E+000 1.138E+000 5.287E-009 5.012E+003 2.712E+000 2.558E-005 1.508E-004 1.345E-001 1.507E-004 6.985E-006 3.447E-001 7.830E-002 8.909E-005 1.546E-003 
0L15 13:37 327.9 35.36 1.000E+000 1.138E+000 6.606E-009 4.636E+003 2.719E+000 2.794E-005 1.502E-004 1.291E-001 1.501E-004 6.577E-006 3.394E-001 7.470E-002 8.793E-005 1.045E-002 
0L16 13:57 329.6 35.18 1.000E+000 1.130E+000 8.219E-009 4.282E+003 2.717E+000 3.030E-005 1.509E-004 1.243E-001 1.508E-004 6.280E-006 3.350E-001 7.150E-002 8.771E-005 7.602E-004 
0L17 14:11 332.1 34.91 1.000E+000 1.151E+000 1.169E-008 3.850E+003 2.715E+000 3.387E-005 1.510E-004 1.176E-001 1.509E-004 5.834E-006 3.288E-001 6.710E-002 8.682E-005 1.601E-003 
