Ew Nt
3.2551927E-1 7.1803613E+14
3.2353873E-1 9.4768764E+14
3.2155817E-1 1.3227409E+15
3.1957760E-1 1.8020222E+15
3.1759704E-1 2.3147741E+15
3.1561648E-1 2.7996099E+15
3.1363592E-1 3.2361038E+15
3.1165537E-1 3.6463978E+15
3.0967481E-1 4.0697482E+15
3.0769425E-1 4.5314381E+15
3.0571369E-1 5.0273945E+15
3.0373313E-1 5.5306407E+15
3.0175258E-1 6.0090310E+15
2.9977201E-1 6.4386950E+15
2.9779145E-1 6.8055164E+15
2.9581090E-1 7.0993065E+15
2.9383034E-1 7.3090535E+15
2.9184978E-1 7.4230724E+15
2.8986922E-1 7.4328370E+15
2.8788866E-1 7.3373718E+15
2.8590810E-1 7.1453252E+15
2.8392754E-1 6.8731210E+15
2.8194699E-1 6.5403548E+15
2.7996643E-1 6.1653347E+15
2.7798587E-1 5.7631006E+15
2.7600531E-1 5.3462042E+15
2.7402475E-1 4.9267482E+15
2.7204419E-1 4.5172529E+15
2.7006363E-1 4.1291621E+15
2.6808308E-1 3.7703788E+15
2.6610252E-1 3.4444423E+15
2.6412196E-1 3.1517752E+15
2.6214140E-1 2.8910417E+15
2.6016084E-1 2.6595748E+15
2.5818028E-1 2.4539090E+15
2.5619972E-1 2.2710039E+15
2.5421916E-1 2.1088463E+15
2.5223861E-1 1.9653932E+15
2.5025805E-1 1.8371881E+15
2.4827749E-1 1.7198335E+15
2.4629693E-1 1.6103247E+15
2.4431637E-1 1.5088457E+15
2.4233581E-1 1.4180626E+15
2.4035525E-1 1.3405259E+15
2.3837469E-1 1.2764562E+15
2.3639414E-1 1.2234038E+15
2.3441358E-1 1.1774561E+15
2.3243302E-1 1.1347307E+15
2.3045246E-1 1.0922946E+15
2.2847190E-1 1.0485209E+15
2.2649134E-1 1.0031979E+15
2.2451078E-1 9.5745050E+14
2.2253022E-1 9.1323080E+14
2.2054967E-1 8.7236757E+14
2.1856911E-1 8.3564982E+14
2.1658855E-1 8.0251454E+14
2.1460799E-1 7.7136788E+14
2.1262743E-1 7.3992467E+14
2.1064687E-1 7.0492771E+14
2.0866631E-1 6.6128278E+14
2.0668575E-1 6.0147193E+14
2.0470520E-1 5.1647937E+14
2.0272464E-1 3.9894780E+14
2.0074408E-1 2.4775229E+14
1.9876352E-1 1.6219996E+14
