fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0524U040 1387892493 0 555 2.909709671E+18 1.000000000E+02 3.409555422E-04 6.311080544E-01 3.164728448E+02 1.611243604E-03 
L0524U060 1387892493 0 555 2.851627022E+18 1.000000000E+02 3.406011050E-04 6.295293629E-01 2.998862136E+02 1.589837879E-03 
L0524U075 1387892493 0 555 2.917627303E+18 1.000000000E+02 3.421404685E-04 6.277542345E-01 2.822717267E+02 1.605927932E-03 
L0524U090 1387892493 0 555 2.840214749E+18 1.000000000E+02 3.418556338E-04 6.249519039E-01 2.565462684E+02 1.662537468E-03 
L0524U100 1387892493 0 555 2.770882927E+18 1.000000000E+02 3.421342427E-04 6.229827224E-01 2.398847907E+02 1.589804758E-03 
L0524U115 1387892493 0 555 2.698038472E+18 1.000000000E+02 3.393408390E-04 6.224949958E-01 2.359280770E+02 1.530145265E-03 
L0524U115V2 1387892493 0 555 2.774238076E+18 1.000000000E+02 3.398679146E-04 6.216610530E-01 2.293132683E+02 1.579139737E-03 
L0602U060 1388545323 0 555 2.855081567E+18 1.000000000E+02 3.366904818E-04 6.321455433E-01 3.278697512E+02 1.654743002E-03 
L0602U080 1388545323 0 555 2.851601230E+18 1.000000000E+02 3.362706030E-04 6.318305371E-01 3.243666560E+02 1.745401407E-03 
L0602U110 1388545323 0 555 2.939699249E+18 1.000000000E+02 3.351656185E-04 6.314766171E-01 3.204754406E+02 1.848880240E-03 
L0602U115 1388545323 0 555 2.959916504E+18 1.000000000E+02 3.361973778E-04 6.311522796E-01 3.169504791E+02 1.759011493E-03 
L0602U130 1388545323 0 555 2.848958727E+18 1.000000000E+02 3.354643260E-04 6.303079979E-01 3.079554207E+02 1.648026862E-03 
W70S03 1387892493 0 555 1.895266284E+18 1.000000000E+02 3.279254778E-04 6.302197684E-01 3.070302745E+02 1.239132296E-03 
W70S05 1387892493 0 555 2.361464153E+18 1.000000000E+02 3.346563682E-04 6.311132098E-01 3.165284861E+02 1.421829655E-03 
W70S10 1387892493 0 555 2.811371616E+18 1.000000000E+02 3.417697158E-04 6.318953061E-01 3.250838635E+02 1.451355011E-03 
W70S15 1387892493 0 555 3.045200148E+18 1.000000000E+02 3.426716667E-04 6.320655246E-01 3.269763168E+02 1.557351011E-03 
W70S20 1387892493 0 555 3.143153137E+18 1.000000000E+02 3.452392086E-04 6.321302512E-01 3.276988213E+02 1.734124667E-03 
