T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.262271862E+00 1.219013125E+00 4.325873700E-02 1.261105865E+00 1.218575684E+00 4.253018100E-02 1.165997000E-03 4.374410000E-04
295 1.263124484E+00 1.221271708E+00 4.185277600E-02 1.262098898E+00 1.220846647E+00 4.125225100E-02 1.025586000E-03 4.250610000E-04
300 1.264756667E+00 1.223905026E+00 4.085164100E-02 1.263841449E+00 1.223480020E+00 4.036142900E-02 9.152180000E-04 4.250060000E-04
305 1.267018085E+00 1.226355997E+00 4.066208800E-02 1.266178540E+00 1.225921057E+00 4.025748300E-02 8.395450000E-04 4.349400000E-04
310 1.269630303E+00 1.229162334E+00 4.046796900E-02 1.268830023E+00 1.228687808E+00 4.014221500E-02 8.002800000E-04 4.745260000E-04
315 1.271937325E+00 1.231576110E+00 4.036121500E-02 1.271139079E+00 1.231041284E+00 4.009779500E-02 7.982460000E-04 5.348260000E-04
320 1.273851979E+00 1.233283313E+00 4.056866600E-02 1.273020847E+00 1.232674076E+00 4.034677100E-02 8.311320000E-04 6.092370000E-04
325 1.274521498E+00 1.234660576E+00 3.986092200E-02 1.273627429E+00 1.233946711E+00 3.968071800E-02 8.940690000E-04 7.138650000E-04
330 1.273321023E+00 1.235479968E+00 3.784105500E-02 1.272341927E+00 1.234638081E+00 3.770384600E-02 9.790960000E-04 8.418870000E-04
335 1.268813718E+00 1.234729365E+00 3.408435300E-02 1.267747189E+00 1.233749881E+00 3.399730800E-02 1.066529000E-03 9.794840000E-04
340 1.258815872E+00 1.233513677E+00 2.530219500E-02 1.257688942E+00 1.232369625E+00 2.531931700E-02 1.126930000E-03 1.144052000E-03
