f G/w
1.0000000E+6 7.2905378E-6
8.9779585E+5 7.7638946E-6
8.0603739E+5 8.2866121E-6
7.2365703E+5 8.7562923E-6
6.4969628E+5 9.3303333E-6
5.8329463E+5 9.9497176E-6
5.2367949E+5 1.0574255E-5
4.7015728E+5 1.1295386E-5
4.2210526E+5 1.2141022E-5
3.7896435E+5 1.2991569E-5
3.4023262E+5 1.3860340E-5
3.0545943E+5 1.4834551E-5
2.7424021E+5 1.5961523E-5
2.4621173E+5 1.7177141E-5
2.2104787E+5 1.8419431E-5
1.9845586E+5 1.9833219E-5
1.7817285E+5 2.1455962E-5
1.5996284E+5 2.3171577E-5
1.4361398E+5 2.4960217E-5
1.2893603E+5 2.6778946E-5
1.1575824E+5 2.9021012E-5
1.0392726E+5 3.1500023E-5
9.3305466E+4 3.4080702E-5
8.3769261E+4 3.6698233E-5
7.5207695E+4 3.9837006E-5
6.7521156E+4 4.3363322E-5
6.0620214E+4 4.6817958E-5
5.4424577E+4 5.0748085E-5
4.8862159E+4 5.5348252E-5
4.3868244E+4 6.0485411E-5
3.9384728E+4 6.5911116E-5
3.5359445E+4 7.2137270E-5
3.1745563E+4 7.9037448E-5
2.8501035E+4 8.6889859E-5
2.5588111E+4 9.5207267E-5
2.2972900E+4 1.0455282E-4
2.0624974E+4 1.1513907E-4
1.8517016E+4 1.2706542E-4
1.6624501E+4 1.3933041E-4
1.4925408E+4 1.5414592E-4
1.3399969E+4 1.7018929E-4
1.2030437E+4 1.8803502E-4
1.0800876E+4 2.0714497E-4
9.6969820E+3 2.3101062E-4
8.7059100E+3 2.5532207E-4
7.8161300E+3 2.8491302E-4
7.0172890E+3 3.1609073E-4
6.3000930E+3 3.5120683E-4
5.6561970E+3 3.8967779E-4
5.0781110E+3 4.3429106E-4
4.5591070E+3 4.8375358E-4
4.0931470E+3 5.3424318E-4
3.6748100E+3 5.9436798E-4
3.2992300E+3 6.5958910E-4
2.9620350E+3 7.3229394E-4
2.6593020E+3 8.1705421E-4
2.3875110E+3 9.0799115E-4
2.1434970E+3 1.0090247E-3
1.9244230E+3 1.1221210E-3
1.7277390E+3 1.2579746E-3
1.5511570E+3 1.3970290E-3
1.3926220E+3 1.5510219E-3
1.2502900E+3 1.7229470E-3
1.1225050E+3 1.9184336E-3
1.0077810E+3 2.1395936E-3
9.0478100E+2 2.3718243E-3
8.1230900E+2 2.6389033E-3
7.2928800E+2 2.9434147E-3
6.5475100E+2 3.2888973E-3
5.8783300E+2 3.6492034E-3
5.2775400E+2 4.0724257E-3
4.7381500E+2 4.5212278E-3
4.2539000E+2 5.0483808E-3
3.8191300E+2 5.6329236E-3
3.4288000E+2 6.2516713E-3
3.0783600E+2 6.9537096E-3
2.7637400E+2 7.7422382E-3
2.4812700E+2 8.6820339E-3
2.2276800E+2 9.6977006E-3
2.0000000E+2 1.0755850E-2
