f G/w
1.0000000E+6 1.4646605E+1
8.9779585E+5 1.7184488E+1
8.0603739E+5 2.0086291E+1
7.2365703E+5 2.3612281E+1
6.4969628E+5 2.7807323E+1
5.8329463E+5 3.2568354E+1
5.2367949E+5 3.8296949E+1
4.7015728E+5 4.4858781E+1
4.2210526E+5 5.2807663E+1
3.7896435E+5 6.2064508E+1
3.4023262E+5 7.2947286E+1
3.0545943E+5 8.5901938E+1
2.7424021E+5 1.0148596E+2
2.4621173E+5 1.1931958E+2
2.2104787E+5 1.4065866E+2
1.9845586E+5 1.6541521E+2
1.7817285E+5 1.9527172E+2
1.5996284E+5 2.3056893E+2
1.4361398E+5 2.7229248E+2
1.2893603E+5 3.2220302E+2
1.1575824E+5 3.8308583E+2
1.0392726E+5 4.5519340E+2
9.3305466E+4 5.4463509E+2
8.3769261E+4 6.5069367E+2
7.5207695E+4 7.8249805E+2
6.7521156E+4 9.4297689E+2
6.0620214E+4 1.1379845E+3
5.4424577E+4 1.3806754E+3
4.8862159E+4 1.6799257E+3
4.3868244E+4 2.0522485E+3
3.9384728E+4 2.5268734E+3
3.5359445E+4 3.1114620E+3
3.1745563E+4 3.8569844E+3
2.8501035E+4 4.8093574E+3
2.5588111E+4 6.0090247E+3
2.2972900E+4 7.5454999E+3
2.0624974E+4 9.5033691E+3
1.8517016E+4 1.2009081E+4
1.6624501E+4 1.5181492E+4
1.4925408E+4 1.9192477E+4
1.3399969E+4 2.4231990E+4
1.2030437E+4 3.0653831E+4
1.0800876E+4 3.8555596E+4
9.6969820E+3 4.8372338E+4
8.7059100E+3 6.0510460E+4
7.8161300E+3 7.4991492E+4
7.0172890E+3 9.2432924E+4
6.3000930E+3 1.1313998E+5
5.6561970E+3 1.3738979E+5
5.0781110E+3 1.6550227E+5
4.5591070E+3 1.9701283E+5
4.0931470E+3 2.3319879E+5
3.6748100E+3 2.7573644E+5
3.2992300E+3 3.2334325E+5
2.9620350E+3 3.7519717E+5
2.6593020E+3 4.3342204E+5
2.3875110E+3 5.0052971E+5
2.1434970E+3 5.7145874E+5
1.9244230E+3 6.5254621E+5
1.7277390E+3 7.3741262E+5
1.5511570E+3 8.3712567E+5
1.3926220E+3 9.4817941E+5
1.2502900E+3 1.0730241E+6
1.1225050E+3 1.2116233E+6
1.0077810E+3 1.3679034E+6
9.0478100E+2 1.5326901E+6
8.1230900E+2 1.7212760E+6
7.2928800E+2 1.9276258E+6
6.5475100E+2 2.1467269E+6
5.8783300E+2 2.4091569E+6
5.2775400E+2 2.6850615E+6
4.7381500E+2 3.0067172E+6
4.2539000E+2 3.3657285E+6
3.8191300E+2 3.7743872E+6
3.4288000E+2 4.2024493E+6
3.0783600E+2 4.6805107E+6
2.7637400E+2 5.2440460E+6
2.4812700E+2 5.8613019E+6
2.2276800E+2 6.5110009E+6
2.0000000E+2 7.1785246E+6
