f G/w
1.0000000E+6 7.5411962E-6
8.9779585E+5 7.9785603E-6
8.0603739E+5 8.4844079E-6
7.2365703E+5 8.9520313E-6
6.4969628E+5 9.4607054E-6
5.8329463E+5 9.9945386E-6
5.2367949E+5 1.0470761E-5
4.7015728E+5 1.1110534E-5
4.2210526E+5 1.1778702E-5
3.7896435E+5 1.2425333E-5
3.4023262E+5 1.3093613E-5
3.0545943E+5 1.3816067E-5
2.7424021E+5 1.4629623E-5
2.4621173E+5 1.5440828E-5
2.2104787E+5 1.6219009E-5
1.9845586E+5 1.7111184E-5
1.7817285E+5 1.8052278E-5
1.5996284E+5 1.8927521E-5
1.4361398E+5 1.9867533E-5
1.2893603E+5 2.0746409E-5
1.1575824E+5 2.1703110E-5
1.0392726E+5 2.2635932E-5
9.3305466E+4 2.3522393E-5
8.3769261E+4 2.4393460E-5
7.5207695E+4 2.5250424E-5
6.7521156E+4 2.6028176E-5
6.0620214E+4 2.6750118E-5
5.4424577E+4 2.7438906E-5
4.8862159E+4 2.7963041E-5
4.3868244E+4 2.8425792E-5
3.9384728E+4 2.8700486E-5
3.5359445E+4 2.8897068E-5
3.1745563E+4 2.8924826E-5
2.8501035E+4 2.8798851E-5
2.5588111E+4 2.8608000E-5
2.2972900E+4 2.8245686E-5
2.0624974E+4 2.7803883E-5
1.8517016E+4 2.7275749E-5
1.6624501E+4 2.6823654E-5
1.4925408E+4 2.6269676E-5
1.3399969E+4 2.5691468E-5
1.2030437E+4 2.5189842E-5
1.0800876E+4 2.4758473E-5
9.6969820E+3 2.4470658E-5
8.7059100E+3 2.4240210E-5
7.8161300E+3 2.4146107E-5
7.0172890E+3 2.4187138E-5
6.3000930E+3 2.4467732E-5
5.6561970E+3 2.4808660E-5
5.0781110E+3 2.5503307E-5
4.5591070E+3 2.6429550E-5
4.0931470E+3 2.7590273E-5
3.6748100E+3 2.8988053E-5
3.2992300E+3 3.0692942E-5
2.9620350E+3 3.2661482E-5
2.6593020E+3 3.5088034E-5
2.3875110E+3 3.7694383E-5
2.1434970E+3 4.0879947E-5
1.9244230E+3 4.4392980E-5
1.7277390E+3 4.8338580E-5
1.5511570E+3 5.2746332E-5
1.3926220E+3 5.7960467E-5
1.2502900E+3 6.3570834E-5
1.1225050E+3 6.9817737E-5
1.0077810E+3 7.6900861E-5
9.0478100E+2 8.5089992E-5
8.1230900E+2 9.4162333E-5
7.2928800E+2 1.0354313E-4
6.5475100E+2 1.1475376E-4
5.8783300E+2 1.2726627E-4
5.2775400E+2 1.4062968E-4
4.7381500E+2 1.5643112E-4
4.2539000E+2 1.7390425E-4
3.8191300E+2 1.9285639E-4
3.4288000E+2 2.1320672E-4
3.0783600E+2 2.3724928E-4
2.7637400E+2 2.6320623E-4
2.4812700E+2 2.9282649E-4
2.2276800E+2 3.2709562E-4
2.0000000E+2 3.6338628E-4
