T nFsrh nFBsrh dnsrh nF nFB dn
290 1.148006629E+00 1.143295434E+0 4.711195000E-03 1.148006629E+00 1.143295434E+0 4.711195000E-03
295 1.148232147E+00 1.143083345E+0 5.148802000E-03 1.148232147E+00 1.143083345E+0 5.148802000E-03
300 1.135630691E+00 1.138146845E+0 -2.516154000E-03 1.135630691E+00 1.138146845E+0 -2.516154000E-03
305 1.116178931E+00 1.123720271E+0 -7.541340000E-03 1.116178931E+00 1.123720271E+0 -7.541340000E-03
310 1.095797512E+00 1.096446108E+0 -6.485960000E-04 1.095797512E+00 1.096446108E+0 -6.485960000E-04
315 1.077601948E+00 1.062268523E+0 1.533342500E-02 1.077601948E+00 1.062268523E+0 1.533342500E-02
320 1.019116917E+00 1.033806582E+0 -1.468966500E-02 1.019116917E+00 1.033806582E+0 -1.468966500E-02
325 1.008694303E+00 1.016491887E+0 -7.797584000E-03 1.008694303E+00 1.016491887E+0 -7.797584000E-03
330 1.008197138E+00 1.007693302E+0 5.038360000E-04 1.008197138E+00 1.007693302E+0 5.038360000E-04
335 1.009400398E+00 1.003559414E+0 5.840984000E-03 1.009400398E+00 1.003559414E+0 5.840984000E-03
340 1.011875603E+00 1.001661476E+0 1.021412700E-02 1.011875603E+00 1.001661476E+0 1.021412700E-02
