T nFsrh nFBsrh dnsrh nF nFB dn
290 1.165753137E+00 1.166551614E+0 -7.984770000E-04 1.165753137E+00 1.166551614E+0 -7.984770000E-04
295 1.172685925E+00 1.169775315E+0 2.910610000E-03 1.172685925E+00 1.169775315E+0 2.910610000E-03
300 1.173507534E+00 1.172962274E+0 5.452600000E-04 1.173507534E+00 1.172962274E+0 5.452600000E-04
305 1.176033464E+00 1.176041781E+0 -8.317000000E-06 1.176033464E+00 1.176041781E+0 -8.317000000E-06
310 1.181585610E+00 1.178839749E+0 2.745861000E-03 1.181585610E+00 1.178839749E+0 2.745861000E-03
315 1.182241065E+00 1.180944524E+0 1.296541000E-03 1.182241065E+00 1.180944524E+0 1.296541000E-03
320 1.181968029E+00 1.181434397E+0 5.336320000E-04 1.181968029E+00 1.181434397E+0 5.336320000E-04
325 1.171742445E+00 1.178420986E+0 -6.678541000E-03 1.171742445E+00 1.178420986E+0 -6.678541000E-03
330 1.162300576E+00 1.168639523E+0 -6.338947000E-03 1.162300576E+00 1.168639523E+0 -6.338947000E-03
335 1.143648880E+00 1.148239129E+0 -4.590249000E-03 1.143648880E+00 1.148239129E+0 -4.590249000E-03
340 1.126257509E+00 1.116534460E+0 9.723049000E-03 1.126257509E+00 1.116534460E+0 9.723049000E-03
