T nFsrh nFBsrh dnsrh nF nFB dn
290 1.155234878E+00 1.151612210E+0 3.622668000E-03 1.155234878E+00 1.151612210E+0 3.622668000E-03
295 1.158050950E+00 1.153969811E+0 4.081139000E-03 1.158050950E+00 1.153969811E+0 4.081139000E-03
300 1.155469473E+00 1.155295134E+0 1.743390000E-04 1.155469473E+00 1.155295134E+0 1.743390000E-04
305 1.157538650E+00 1.154048570E+0 3.490080000E-03 1.157538650E+00 1.154048570E+0 3.490080000E-03
310 1.138257311E+00 1.147073844E+0 -8.816533000E-03 1.138257311E+00 1.147073844E+0 -8.816533000E-03
315 1.122958090E+00 1.129759216E+0 -6.801126000E-03 1.122958090E+00 1.129759216E+0 -6.801126000E-03
320 1.107382547E+00 1.100121213E+0 7.261334000E-03 1.107382547E+00 1.100121213E+0 7.261334000E-03
325 1.082623900E+00 1.065177564E+0 1.744633600E-02 1.082623900E+00 1.065177564E+0 1.744633600E-02
330 1.018908262E+00 1.036488918E+0 -1.758065600E-02 1.018908262E+00 1.036488918E+0 -1.758065600E-02
335 1.007593275E+00 1.018600193E+0 -1.100691800E-02 1.007593275E+00 1.018600193E+0 -1.100691800E-02
340 1.007200961E+00 1.009100317E+0 -1.899356000E-03 1.007200961E+00 1.009100317E+0 -1.899356000E-03
