f G/w
1.0000000E+6 4.8830839E-6
8.9779585E+5 5.1554995E-6
8.0603739E+5 5.4260049E-6
7.2365703E+5 5.6551846E-6
6.4969628E+5 5.9219912E-6
5.8329463E+5 6.2301582E-6
5.2367949E+5 6.5857316E-6
4.7015728E+5 6.9413307E-6
4.2210526E+5 7.3159865E-6
3.7896435E+5 7.6986273E-6
3.4023262E+5 8.1327558E-6
3.0545943E+5 8.5764267E-6
2.7424021E+5 9.1116932E-6
2.4621173E+5 9.6065799E-6
2.2104787E+5 1.0118068E-5
1.9845586E+5 1.0665700E-5
1.7817285E+5 1.1309954E-5
1.5996284E+5 1.1956852E-5
1.4361398E+5 1.2708699E-5
1.2893603E+5 1.3404924E-5
1.1575824E+5 1.4227396E-5
1.0392726E+5 1.5090572E-5
9.3305466E+4 1.6143067E-5
8.3769261E+4 1.7016119E-5
7.5207695E+4 1.8123224E-5
6.7521156E+4 1.9265523E-5
6.0620214E+4 2.0534584E-5
5.4424577E+4 2.1916518E-5
4.8862159E+4 2.3405789E-5
4.3868244E+4 2.4994674E-5
3.9384728E+4 2.6728872E-5
3.5359445E+4 2.8597138E-5
3.1745563E+4 3.0450967E-5
2.8501035E+4 3.2726779E-5
2.5588111E+4 3.5103586E-5
2.2972900E+4 3.7398671E-5
2.0624974E+4 4.0166063E-5
1.8517016E+4 4.3244931E-5
1.6624501E+4 4.6479425E-5
1.4925408E+4 4.9525556E-5
1.3399969E+4 5.3773071E-5
1.2030437E+4 5.7252413E-5
1.0800876E+4 6.1079792E-5
9.6969820E+3 6.5180313E-5
8.7059100E+3 6.9278360E-5
7.8161300E+3 7.4116919E-5
7.0172890E+3 7.8437606E-5
6.3000930E+3 8.2098954E-5
5.6561970E+3 8.6157170E-5
5.0781110E+3 9.0016547E-5
4.5591070E+3 9.4207843E-5
4.0931470E+3 9.7088593E-5
3.6748100E+3 1.0033797E-4
3.2992300E+3 1.0295605E-4
2.9620350E+3 1.0645299E-4
2.6593020E+3 1.0965128E-4
2.3875110E+3 1.1191766E-4
2.1434970E+3 1.1421632E-4
1.9244230E+3 1.1869707E-4
1.7277390E+3 1.2203131E-4
1.5511570E+3 1.2780589E-4
1.3926220E+3 1.3164483E-4
1.2502900E+3 1.4071798E-4
1.1225050E+3 1.4715998E-4
1.0077810E+3 1.5327624E-4
9.0478100E+2 1.6667106E-4
8.1230900E+2 1.8065713E-4
7.2928800E+2 1.9472712E-4
6.5475100E+2 2.1305268E-4
5.8783300E+2 2.3316024E-4
5.2775400E+2 2.5162686E-4
4.7381500E+2 2.7434938E-4
4.2539000E+2 3.0328934E-4
3.8191300E+2 3.4234993E-4
3.4288000E+2 3.7550731E-4
3.0783600E+2 4.1410281E-4
2.7637400E+2 4.4282348E-4
2.4812700E+2 5.0528401E-4
2.2276800E+2 5.5389182E-4
2.0000000E+2 6.1816831E-4
