f G/w
1.0000000E+6 3.1343314E-5
9.0826967E+5 3.2472529E-5
8.2495379E+5 3.3713799E-5
7.4928050E+5 3.4771576E-5
6.8054875E+5 3.5987713E-5
6.1812179E+5 3.7276038E-5
5.6142127E+5 3.8667994E-5
5.0992191E+5 3.9996232E-5
4.6314660E+5 4.1359471E-5
4.2066201E+5 4.2900639E-5
3.8207454E+5 4.4507690E-5
3.4702672E+5 4.6122045E-5
3.1519384E+5 4.7656145E-5
2.8628100E+5 4.9473694E-5
2.6002035E+5 5.1239492E-5
2.3616860E+5 5.3066246E-5
2.1450477E+5 5.4893970E-5
1.9482818E+5 5.6763536E-5
1.7695653E+5 5.8783600E-5
1.6072424E+5 6.0744632E-5
1.4598096E+5 6.2795822E-5
1.3259007E+5 6.4760879E-5
1.2042754E+5 6.6699028E-5
1.0938068E+5 6.8581563E-5
9.9347157E+4 7.0403265E-5
9.0234009E+4 7.2141340E-5
8.1956814E+4 7.3904064E-5
7.4438888E+4 7.5396732E-5
6.7610584E+4 7.6599647E-5
6.1408642E+4 7.7718317E-5
5.5775607E+4 7.8771842E-5
5.0659292E+4 7.9491447E-5
4.6012298E+4 7.9692603E-5
4.1791575E+4 7.9743331E-5
3.7958020E+4 7.9759228E-5
3.4476118E+4 7.9562044E-5
3.1313612E+4 7.9292585E-5
2.8441204E+4 7.8849272E-5
2.5832283E+4 7.8229530E-5
2.3462679E+4 7.7894952E-5
2.1310440E+4 7.7811595E-5
1.9355626E+4 7.7987379E-5
1.7580128E+4 7.8003529E-5
1.5967497E+4 7.8527944E-5
1.4502793E+4 7.9569704E-5
1.3172447E+4 8.1445721E-5
1.1964134E+4 8.3376501E-5
1.0866660E+4 8.6234296E-5
9.8698580E+3 8.8990498E-5
8.9644920E+3 9.2989044E-5
8.1421760E+3 9.7456996E-5
7.3952920E+3 1.0291337E-4
6.7169190E+3 1.0875234E-4
6.1007740E+3 1.1607534E-4
5.5411480E+3 1.2362382E-4
5.0328570E+3 1.3260852E-4
4.5711910E+3 1.4264768E-4
4.1518740E+3 1.5427915E-4
3.7710210E+3 1.6651918E-4
3.4251040E+3 1.8030320E-4
3.1109180E+3 1.9595388E-4
2.8255530E+3 2.1295169E-4
2.5663640E+3 2.3184055E-4
2.3309500E+3 2.5167190E-4
2.1171320E+3 2.7556878E-4
1.9229260E+3 3.0122449E-4
1.7465360E+3 3.2880861E-4
1.5863250E+3 3.5779431E-4
1.4408110E+3 3.8878787E-4
1.3086450E+3 4.2634838E-4
1.1886030E+3 4.6583345E-4
1.0795720E+3 5.1068408E-4
9.8054200E+2 5.5457838E-4
8.9059700E+2 6.0226082E-4
8.0890200E+2 6.5693846E-4
7.3470100E+2 7.1769855E-4
6.6730700E+2 7.7724636E-4
6.0609500E+2 8.5178000E-4
5.5049700E+2 9.2097246E-4
5.0000000E+2 9.8711199E-4
