f G/w
1.0000000E+6 9.9469287E-6
8.9779585E+5 1.0343594E-5
8.0603739E+5 1.0726031E-5
7.2365703E+5 1.1107680E-5
6.4969628E+5 1.1518591E-5
5.8329463E+5 1.1955560E-5
5.2367949E+5 1.2405077E-5
4.7015728E+5 1.2863957E-5
4.2210526E+5 1.3389948E-5
3.7896435E+5 1.3934400E-5
3.4023262E+5 1.4421521E-5
3.0545943E+5 1.5011204E-5
2.7424021E+5 1.5673411E-5
2.4621173E+5 1.6309659E-5
2.2104787E+5 1.6935198E-5
1.9845586E+5 1.7554970E-5
1.7817285E+5 1.8278574E-5
1.5996284E+5 1.9066329E-5
1.4361398E+5 1.9817470E-5
1.2893603E+5 2.0541104E-5
1.1575824E+5 2.1470866E-5
1.0392726E+5 2.2253946E-5
9.3305466E+4 2.3155915E-5
8.3769261E+4 2.3872681E-5
7.5207695E+4 2.4669567E-5
6.7521156E+4 2.5479271E-5
6.0620214E+4 2.6166011E-5
5.4424577E+4 2.6878981E-5
4.8862159E+4 2.7372626E-5
4.3868244E+4 2.8025407E-5
3.9384728E+4 2.8262558E-5
3.5359445E+4 2.8600662E-5
3.1745563E+4 2.8648725E-5
2.8501035E+4 2.8526421E-5
2.5588111E+4 2.8328378E-5
2.2972900E+4 2.7753013E-5
2.0624974E+4 2.7091136E-5
1.8517016E+4 2.6769084E-5
1.6624501E+4 2.6006549E-5
1.4925408E+4 2.4565959E-5
1.3399969E+4 2.3844948E-5
1.2030437E+4 2.3073246E-5
1.0800876E+4 2.1425094E-5
9.6969820E+3 2.0452402E-5
8.7059100E+3 1.9474363E-5
7.8161300E+3 1.8439511E-5
7.0172890E+3 1.7626696E-5
6.3000930E+3 1.7019890E-5
5.6561970E+3 1.6260243E-5
5.0781110E+3 1.5682067E-5
4.5591070E+3 1.5272264E-5
4.0931470E+3 1.5050137E-5
3.6748100E+3 1.4881011E-5
3.2992300E+3 1.4341032E-5
2.9620350E+3 1.4095173E-5
2.6593020E+3 1.4717735E-5
2.3875110E+3 1.4790100E-5
2.1434970E+3 1.6793840E-5
1.9244230E+3 1.6297734E-5
1.7277390E+3 1.8150791E-5
1.5511570E+3 1.7637147E-5
1.3926220E+3 1.8352131E-5
1.2502900E+3 1.9878705E-5
1.1225050E+3 2.1984512E-5
1.0077810E+3 2.3267434E-5
9.0478100E+2 2.3794719E-5
8.1230900E+2 2.7479606E-5
7.2928800E+2 2.9674173E-5
6.5475100E+2 3.5406466E-5
5.8783300E+2 4.0646257E-5
5.2775400E+2 4.7936878E-5
4.7381500E+2 4.5587156E-5
4.2539000E+2 5.0343212E-5
3.8191300E+2 5.5714168E-5
3.4288000E+2 6.1990909E-5
3.0783600E+2 6.7809554E-5
2.7637400E+2 8.1767280E-5
2.4812700E+2 7.2200288E-5
2.2276800E+2 8.8651539E-5
2.0000000E+2 9.3243776E-5
