T d154 d184 d214 d244
d 150 180 210 240
290 3.232699200E-02 3.181160600E-02 3.138835800E-02 3.043748900E-02
295 3.156009300E-02 3.116654200E-02 3.086508400E-02 2.994693100E-02
300 3.098555500E-02 3.072288300E-02 3.050600600E-02 2.961066700E-02
305 3.084432900E-02 3.060600000E-02 3.000827800E-02 2.963144600E-02
310 3.040936100E-02 3.020800300E-02 2.966961900E-02 2.935093200E-02
315 2.964917600E-02 2.961112200E-02 2.913415200E-02 2.885673700E-02
320 2.853222700E-02 2.869554000E-02 2.839133500E-02 2.811973300E-02
325 2.596743900E-02 2.640979400E-02 2.628746300E-02 2.607398600E-02
330 2.114922900E-02 2.200894600E-02 2.097470100E-02 2.217209100E-02
335 1.265515000E-02 1.417762000E-02 1.370571100E-02 1.521620600E-02
340 -3.164424000E-03 -4.167910000E-04 9.684800000E-05 2.225325000E-03
