T d154 d184 d214 d244
d 150 180 210 240
290 4.308848200E-02 4.247197100E-02 4.188796300E-02 4.150533100E-02
295 4.156878700E-02 4.106629900E-02 4.057418500E-02 4.022685000E-02
300 4.028665600E-02 3.984405900E-02 3.943781000E-02 3.924320200E-02
305 3.966423900E-02 3.917874600E-02 3.891795100E-02 3.876664700E-02
310 3.892563300E-02 3.860058500E-02 3.838132200E-02 3.822798600E-02
315 3.838216600E-02 3.821454800E-02 3.799141100E-02 3.738928400E-02
320 3.823716600E-02 3.822764900E-02 3.792787400E-02 3.739993300E-02
325 3.763264400E-02 3.773004200E-02 3.753854900E-02 3.703570300E-02
330 3.655098600E-02 3.678694800E-02 3.669168900E-02 3.622251800E-02
335 3.482609100E-02 3.526039200E-02 3.531225100E-02 3.493090200E-02
340 3.061234400E-02 3.142205800E-02 3.175634200E-02 3.028524700E-02
