N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.189750684E+00 1.193335685E+00 1.196087530E+00 1.201552392E+00 1.206132586E+00 1.205443874E+00 1.203354899E+00 1.205850393E+00 1.214027719E+00
1.016672606E+01 1.190497651E+00 1.194340873E+00 1.197414631E+00 1.203194255E+00 1.208155841E+00 1.207933191E+00 1.206546243E+00 1.210043153E+00 1.219987771E+00
1.033324570E+01 1.191046094E+00 1.195087682E+00 1.198417444E+00 1.204459347E+00 1.209724554E+00 1.209883306E+00 1.209096423E+00 1.213557070E+00 1.224854992E+00
1.049996187E+01 1.191455524E+00 1.195648656E+00 1.199181225E+00 1.205429086E+00 1.210972111E+00 1.211461116E+00 1.211223276E+00 1.216558201E+00 1.229029230E+00
1.066670514E+01 1.191775402E+00 1.196086599E+00 1.199783756E+00 1.206221803E+00 1.212005100E+00 1.212818132E+00 1.213121843E+00 1.219289922E+00 1.232844751E+00
1.083333839E+01 1.192047316E+00 1.196455704E+00 1.200294980E+00 1.206913294E+00 1.212948081E+00 1.214094812E+00 1.214963839E+00 1.221957287E+00 1.236397356E+00
1.100000000E+01 1.192308147E+00 1.196804559E+00 1.200779253E+00 1.207587883E+00 1.213885310E+00 1.215422090E+00 1.216901011E+00 1.224716719E+00 1.240021270E+00
1.116672606E+01 1.192615590E+00 1.197200867E+00 1.201299255E+00 1.208325154E+00 1.214934348E+00 1.216920527E+00 1.219054923E+00 1.227678327E+00 1.243714384E+00
1.133324570E+01 1.192965672E+00 1.197652708E+00 1.201920461E+00 1.209206904E+00 1.216173814E+00 1.218696356E+00 1.221513047E+00 1.230870268E+00 1.247497653E+00
1.149996187E+01 1.193422146E+00 1.198248298E+00 1.202715007E+00 1.210320226E+00 1.217720586E+00 1.220846647E+00 1.224324351E+00 1.234316859E+00 1.251403634E+00
1.166670514E+01 1.194035194E+00 1.199033739E+00 1.203763556E+00 1.211756585E+00 1.219646723E+00 1.223401283E+00 1.227513561E+00 1.238021884E+00 1.255483315E+00
1.183333839E+01 1.194868307E+00 1.200080573E+00 1.205153486E+00 1.213600099E+00 1.222043919E+00 1.226402627E+00 1.231065429E+00 1.241981273E+00 1.259774874E+00
1.200000000E+01 1.195993138E+00 1.201482712E+00 1.206971888E+00 1.215943547E+00 1.224912119E+00 1.229829157E+00 1.234960752E+00 1.246224569E+00 1.264305924E+00
1.216672606E+01 1.197486468E+00 1.203313878E+00 1.209293080E+00 1.218791079E+00 1.228288016E+00 1.233661526E+00 1.239182454E+00 1.250774438E+00 1.269123063E+00
1.233324570E+01 1.199421240E+00 1.205659082E+00 1.212163346E+00 1.222192303E+00 1.232125277E+00 1.237869901E+00 1.243722351E+00 1.255609731E+00 1.274232906E+00
1.249996187E+01 1.201853126E+00 1.208549509E+00 1.215588731E+00 1.226087133E+00 1.236409760E+00 1.242425654E+00 1.248579315E+00 1.260780156E+00 1.279691126E+00
1.266670514E+01 1.204821870E+00 1.211981695E+00 1.219533411E+00 1.230434839E+00 1.241051761E+00 1.247305047E+00 1.253752031E+00 1.266266925E+00 1.285433271E+00
1.283333839E+01 1.208295035E+00 1.215910866E+00 1.223932256E+00 1.235162773E+00 1.246035570E+00 1.252497006E+00 1.259230836E+00 1.272065184E+00 1.291499275E+00
1.300000000E+01 1.212196584E+00 1.220261915E+00 1.228712159E+00 1.240234466E+00 1.251322446E+00 1.257984012E+00 1.265009716E+00 1.278152378E+00 1.297796055E+00
