N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.021340414E+00 1.022168849E+00 1.022751919E+00 1.023135806E+00 1.023357414E+00 1.023441155E+00 1.023398522E+00 1.023229324E+00 1.022924616E+00 1.022472531E+00 1.021869415E+00 1.021138260E+00 1.020353307E+00 1.019662476E+00 1.019288040E+00 1.019487331E+00 1.020478912E+00 1.022379595E+00 1.025200588E+00
1.600000000E+01 1.195164715E+00 1.201793131E+00 1.206703317E+00 1.210362203E+00 1.213173414E+00 1.215474151E+00 1.217545725E+00 1.219625847E+00 1.221914887E+00 1.224571008E+00 1.227694503E+00 1.231307169E+00 1.235340032E+00 1.239642880E+00 1.244021488E+00 1.248291428E+00 1.252326170E+00 1.256077754E+00 1.259566180E+00
1.700000000E+01 1.141071171E+00 1.159867199E+00 1.177341640E+00 1.191861447E+00 1.205155349E+00 1.216988286E+00 1.228286066E+00 1.239254180E+00 1.249848108E+00 1.259868233E+00 1.269099416E+00 1.277414816E+00 1.284803356E+00 1.291339931E+00 1.297141645E+00 1.302337642E+00 1.307162340E+00 1.311566341E+00 1.315681005E+00
1.549996187E+01 1.078068598E+00 1.079146428E+00 1.080284570E+00 1.081652573E+00 1.083440837E+00 1.085877619E+00 1.089241074E+00 1.093857708E+00 1.100072102E+00 1.108167744E+00 1.118224779E+00 1.129940181E+00 1.142517541E+00 1.154796667E+00 1.165662225E+00 1.174512399E+00 1.181380255E+00 1.186676360E+00 1.190843162E+00
1.649996187E+01 1.175976885E+00 1.188001732E+00 1.197486277E+00 1.204958833E+00 1.211016420E+00 1.216233894E+00 1.221115612E+00 1.226065060E+00 1.231353567E+00 1.237088269E+00 1.243200126E+00 1.249478044E+00 1.255651795E+00 1.261489731E+00 1.266861027E+00 1.271742166E+00 1.276184295E+00 1.280274085E+00 1.284106899E+00
1.674996808E+01 1.159689610E+00 1.174708094E+00 1.187191275E+00 1.197537897E+00 1.206354023E+00 1.214282686E+00 1.221880022E+00 1.229526919E+00 1.237375803E+00 1.245351095E+00 1.253219047E+00 1.260706494E+00 1.267610033E+00 1.273844925E+00 1.279431442E+00 1.284451957E+00 1.289012941E+00 1.293233979E+00 1.297236387E+00
1.624993176E+01 1.189810886E+00 1.199025559E+00 1.206017900E+00 1.211328152E+00 1.215471861E+00 1.218904990E+00 1.222018015E+00 1.225138853E+00 1.228529511E+00 1.232369625E+00 1.236730099E+00 1.241553560E+00 1.246665445E+00 1.251827933E+00 1.256817921E+00 1.261489916E+00 1.265795484E+00 1.269763068E+00 1.273462703E+00
1.574996808E+01 1.177724684E+00 1.181816310E+00 1.184876828E+00 1.187248506E+00 1.189220476E+00 1.191039597E+00 1.192923211E+00 1.195066098E+00 1.197635726E+00 1.200751585E+00 1.204451866E+00 1.208664037E+00 1.213208351E+00 1.217850441E+00 1.222377310E+00 1.226645511E+00 1.230581608E+00 1.234167178E+00 1.237419964E+00
1.524993176E+01 1.009014276E+00 1.009488665E+00 1.009842273E+00 1.010096382E+00 1.010272239E+00 1.010388079E+00 1.010458397E+00 1.010494784E+00 1.010508024E+00 1.010511686E+00 1.010527646E+00 1.010593494E+00 1.010770277E+00 1.011145875E+00 1.011827852E+00 1.014420360E+00 1.036128303E+00 1.051697236E+00 1.062728388E+00
