N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.145212042E+00 1.145875387E+00 1.146458409E+00 1.147042920E+00 1.147709916E+00 1.148547957E+00 1.149660544E+00 1.151170257E+00 1.153216335E+00 1.155939375E+00 1.159445862E+00 1.163750742E+00 1.168714800E+00 1.174022646E+00 1.179255540E+00 1.184055807E+00 1.188267059E+00 1.191948078E+00 1.195259143E+00
1.600000000E+01 1.211194312E+00 1.214561563E+00 1.217031276E+00 1.218871900E+00 1.220298798E+00 1.221487167E+00 1.222583729E+00 1.223715381E+00 1.224993395E+00 1.226511468E+00 1.228337921E+00 1.230505587E+00 1.233007064E+00 1.235792324E+00 1.238826189E+00 1.242052140E+00 1.245445555E+00 1.249007318E+00 1.252757118E+00
1.700000000E+01 1.197332023E+00 1.209291550E+00 1.218986433E+00 1.227020233E+00 1.233944767E+00 1.240175179E+00 1.245959651E+00 1.251400120E+00 1.256510611E+00 1.261284751E+00 1.265741204E+00 1.269935565E+00 1.273949202E+00 1.277872309E+00 1.281791757E+00 1.285787280E+00 1.289980028E+00 1.294389836E+00 1.298949029E+00
1.549996187E+01 1.201583062E+00 1.203323986E+00 1.204583585E+00 1.205509353E+00 1.206216833E+00 1.206798337E+00 1.207330929E+00 1.207883216E+00 1.208520439E+00 1.209307054E+00 1.210306013E+00 1.211574148E+00 1.213154635E+00 1.215069403E+00 1.217315289E+00 1.219866755E+00 1.222685204E+00 1.225732103E+00 1.228980965E+00
1.649996187E+01 1.202574896E+00 1.208823234E+00 1.213574304E+00 1.217290296E+00 1.220364415E+00 1.223119672E+00 1.225809040E+00 1.228610791E+00 1.231621408E+00 1.234855721E+00 1.238265023E+00 1.241773055E+00 1.245315161E+00 1.248863021E+00 1.252428295E+00 1.256051309E+00 1.259785196E+00 1.263682962E+00 1.267798394E+00
1.674996808E+01 1.197941272E+00 1.206528846E+00 1.213268060E+00 1.218719656E+00 1.223376685E+00 1.227629836E+00 1.231747784E+00 1.235870565E+00 1.240024316E+00 1.244162026E+00 1.248218316E+00 1.252154030E+00 1.255974537E+00 1.259723531E+00 1.263465780E+00 1.267271072E+00 1.271203750E+00 1.275354306E+00 1.279749089E+00
1.624993176E+01 1.208877353E+00 1.213474890E+00 1.216891279E+00 1.219485093E+00 1.221550903E+00 1.223330937E+00 1.225025741E+00 1.226799527E+00 1.228778197E+00 1.231041284E+00 1.233614169E+00 1.236470429E+00 1.239546009E+00 1.242784468E+00 1.246131420E+00 1.249584514E+00 1.253156150E+00 1.256881381E+00 1.260799944E+00
1.574996808E+01 1.207569790E+00 1.210001306E+00 1.211770078E+00 1.213074125E+00 1.214070029E+00 1.214792547E+00 1.215571941E+00 1.216346017E+00 1.217205626E+00 1.218242694E+00 1.219539720E+00 1.221139304E+00 1.223097968E+00 1.225406478E+00 1.228036516E+00 1.230943081E+00 1.234082180E+00 1.237425325E+00 1.240965220E+00
1.524993176E+01 1.190503426E+00 1.191696039E+00 1.192572350E+00 1.193242331E+00 1.193793868E+00 1.194300538E+00 1.194828258E+00 1.195440300E+00 1.196199639E+00 1.197167385E+00 1.198396053E+00 1.199918513E+00 1.201737887E+00 1.203826959E+00 1.206142392E+00 1.208645087E+00 1.211310587E+00 1.214124884E+00 1.217078585E+00
