N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.011233860E+00 1.143479299E+00 1.193828352E+00 1.206100936E+00 1.208776963E+00 1.204545339E+00 1.195678314E+00 1.186380573E+00 1.179175073E+00
1.016672606E+01 1.011660657E+00 1.144630155E+00 1.196008785E+00 1.209357237E+00 1.213383149E+00 1.210886080E+00 1.204249955E+00 1.197831553E+00 1.194364399E+00
1.033324570E+01 1.011974788E+00 1.145600096E+00 1.197598933E+00 1.211710600E+00 1.216745196E+00 1.215600599E+00 1.210806827E+00 1.206947142E+00 1.207043211E+00
1.049996187E+01 1.012203440E+00 1.146523603E+00 1.198795637E+00 1.213432952E+00 1.219227494E+00 1.219154295E+00 1.215902858E+00 1.214323129E+00 1.217731094E+00
1.066670514E+01 1.012370728E+00 1.147527346E+00 1.199754286E+00 1.214737623E+00 1.221124201E+00 1.221942204E+00 1.220044147E+00 1.220558456E+00 1.227026223E+00
1.083333839E+01 1.012496891E+00 1.148742663E+00 1.200601572E+00 1.215793456E+00 1.222672351E+00 1.224292042E+00 1.223663222E+00 1.226170631E+00 1.235436961E+00
1.100000000E+01 1.012599008E+00 1.150315050E+00 1.201446269E+00 1.216738258E+00 1.224066472E+00 1.226474338E+00 1.227109275E+00 1.231543241E+00 1.243286959E+00
1.116672606E+01 1.012692621E+00 1.152407958E+00 1.202386992E+00 1.217689910E+00 1.225471088E+00 1.228709347E+00 1.230637962E+00 1.236896074E+00 1.250660663E+00
1.133324570E+01 1.012794089E+00 1.155194860E+00 1.203515018E+00 1.218753543E+00 1.227026803E+00 1.231165276E+00 1.234397647E+00 1.242282676E+00 1.257471488E+00
1.149996187E+01 1.012923902E+00 1.158831549E+00 1.204910509E+00 1.220023414E+00 1.228848373E+00 1.233946711E+00 1.238420129E+00 1.247627985E+00 1.264021331E+00
1.166670514E+01 1.013111350E+00 1.163401637E+00 1.206631541E+00 1.221578269E+00 1.231014063E+00 1.237080548E+00 1.242633267E+00 1.252800572E+00 1.269859903E+00
1.183333839E+01 1.021124370E+00 1.168841377E+00 1.208698884E+00 1.223470793E+00 1.233550823E+00 1.240513751E+00 1.246904278E+00 1.257688500E+00 1.275141354E+00
1.200000000E+01 1.040789234E+00 1.174879683E+00 1.211086065E+00 1.225715646E+00 1.236425617E+00 1.244135105E+00 1.251099977E+00 1.262244445E+00 1.279941198E+00
1.216672606E+01 1.062287517E+00 1.181059205E+00 1.213725781E+00 1.228283130E+00 1.239554650E+00 1.247818686E+00 1.255135578E+00 1.266489093E+00 1.284363256E+00
1.233324570E+01 1.083429074E+00 1.186882065E+00 1.216533490E+00 1.231105827E+00 1.242832536E+00 1.251468367E+00 1.258991490E+00 1.270488572E+00 1.288517380E+00
1.249996187E+01 1.101927147E+00 1.192006018E+00 1.219433520E+00 1.234099170E+00 1.246168801E+00 1.255042080E+00 1.262701591E+00 1.274328258E+00 1.292522845E+00
1.266670514E+01 1.116455415E+00 1.196360066E+00 1.222371729E+00 1.237188069E+00 1.249513509E+00 1.258550112E+00 1.266329361E+00 1.278095325E+00 1.296551363E+00
1.283333839E+01 1.127069040E+00 1.200068453E+00 1.225316312E+00 1.240327779E+00 1.252862305E+00 1.262037234E+00 1.269947330E+00 1.281902886E+00 1.300496116E+00
1.300000000E+01 1.134686373E+00 1.203314918E+00 1.228258543E+00 1.243510606E+00 1.256244986E+00 1.265562493E+00 1.273622545E+00 1.285804248E+00 1.304619283E+00
