N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.078831260E+00 1.079265147E+00 1.079820746E+00 1.080584675E+00 1.081665701E+00 1.083207241E+00 1.085398649E+00 1.088481798E+00 1.092744926E+00 1.098489701E+00 1.105952157E+00 1.115167045E+00 1.125804887E+00 1.137089564E+00 1.147940342E+00 1.157382459E+00 1.164958861E+00 1.170804561E+00 1.175366544E+00
1.600000000E+01 1.210207082E+00 1.214142571E+00 1.217017442E+00 1.219148013E+00 1.220787666E+00 1.222140776E+00 1.223376363E+00 1.224638482E+00 1.226051350E+00 1.227717075E+00 1.229706081E+00 1.232044905E+00 1.234710196E+00 1.237638296E+00 1.240750139E+00 1.243980205E+00 1.247295347E+00 1.250697576E+00 1.254214339E+00
1.700000000E+01 1.188548204E+00 1.202143862E+00 1.213324490E+00 1.222672533E+00 1.230771699E+00 1.238081955E+00 1.244881155E+00 1.251273257E+00 1.257250009E+00 1.262773552E+00 1.267837564E+00 1.272486689E+00 1.276804063E+00 1.280889371E+00 1.284842447E+00 1.288785614E+00 1.292795402E+00 1.296970659E+00 1.301198772E+00
1.549996187E+01 1.199904046E+00 1.201871181E+00 1.203293304E+00 1.204342727E+00 1.205153702E+00 1.205833319E+00 1.206471054E+00 1.207146342E+00 1.207933238E+00 1.208901425E+00 1.210112481E+00 1.211612231E+00 1.213422363E+00 1.215536480E+00 1.217923789E+00 1.220538512E+00 1.223331580E+00 1.226262202E+00 1.229307631E+00
1.649996187E+01 1.199745845E+00 1.207113901E+00 1.212723429E+00 1.217089659E+00 1.220663981E+00 1.223823163E+00 1.226865646E+00 1.230004904E+00 1.233359390E+00 1.236948642E+00 1.240710036E+00 1.244539406E+00 1.248340932E+00 1.252062367E+00 1.255703732E+00 1.259304798E+00 1.262925462E+00 1.266629450E+00 1.270479073E+00
1.674996808E+01 1.192854743E+00 1.202863398E+00 1.210760206E+00 1.217138259E+00 1.222550107E+00 1.227450485E+00 1.232162690E+00 1.236861856E+00 1.241583273E+00 1.246263598E+00 1.250805615E+00 1.255137919E+00 1.259244447E+00 1.263161315E+00 1.266956356E+00 1.270708487E+00 1.274494523E+00 1.278330900E+00 1.282553363E+00
1.624993176E+01 1.207069789E+00 1.212482162E+00 1.216500012E+00 1.219538033E+00 1.221940846E+00 1.223992161E+00 1.225925514E+00 1.227930610E+00 1.230151002E+00 1.232674076E+00 1.235520614E+00 1.238646150E+00 1.241962963E+00 1.245368211E+00 1.248812997E+00 1.252266247E+00 1.255745684E+00 1.259293977E+00 1.262962316E+00
1.574996808E+01 1.207537524E+00 1.210357023E+00 1.212397457E+00 1.213893003E+00 1.215027245E+00 1.215946013E+00 1.216769172E+00 1.217600291E+00 1.218533477E+00 1.219655478E+00 1.221042276E+00 1.222750252E+00 1.224804674E+00 1.227192692E+00 1.229867700E+00 1.232766220E+00 1.235830515E+00 1.239025995E+00 1.242346978E+00
1.524993176E+01 1.176931564E+00 1.178180238E+00 1.179131570E+00 1.179910481E+00 1.180621649E+00 1.181359484E+00 1.182216085E+00 1.183285998E+00 1.184665404E+00 1.186422154E+00 1.188654981E+00 1.191343541E+00 1.194404760E+00 1.197680997E+00 1.200993529E+00 1.204214680E+00 1.207304932E+00 1.210286415E+00 1.213201794E+00
