Ew Nt
4.4910014E-1 3.5489492E+16
4.4636769E-1 3.0892892E+16
4.4363523E-1 2.6820386E+16
4.4090276E-1 2.3252037E+16
4.3817029E-1 2.0150569E+16
4.3543783E-1 1.7471953E+16
4.3270537E-1 1.5170675E+16
4.2997291E-1 1.3202381E+16
4.2724044E-1 1.1525224E+16
4.2450799E-1 1.0100459E+16
4.2177552E-1 8.8925875E+15
4.1904305E-1 7.8701116E+15
4.1631060E-1 7.0061450E+15
4.1357813E-1 6.2785740E+15
4.1084567E-1 5.6684285E+15
4.0811321E-1 5.1578599E+15
4.0538075E-1 4.7296666E+15
4.0264828E-1 4.3685632E+15
3.9991582E-1 4.0626693E+15
3.9718336E-1 3.8035473E+15
3.9445090E-1 3.5849397E+15
3.9171843E-1 3.4016124E+15
3.8898597E-1 3.2493173E+15
3.8625351E-1 3.1252646E+15
3.8352105E-1 3.0279934E+15
3.8078858E-1 2.9565521E+15
3.7805612E-1 2.9099321E+15
3.7532366E-1 2.8873660E+15
3.7259120E-1 2.8891834E+15
3.6985873E-1 2.9173629E+15
3.6712627E-1 2.9752245E+15
3.6439381E-1 3.0663393E+15
3.6166135E-1 3.1933290E+15
3.5892888E-1 3.3574157E+15
3.5619642E-1 3.5589216E+15
3.5346396E-1 3.7979158E+15
3.5073150E-1 4.0740997E+15
3.4799903E-1 4.3859839E+15
3.4526657E-1 4.7302457E+15
3.4253411E-1 5.1018515E+15
3.3980165E-1 5.4945214E+15
3.3706918E-1 5.9007011E+15
3.3433672E-1 6.3108375E+15
3.3160426E-1 6.7126514E+15
3.2887180E-1 7.0913909E+15
3.2613933E-1 7.4313622E+15
3.2340687E-1 7.7181734E+15
3.2067441E-1 7.9405780E+15
3.1794195E-1 8.0912076E+15
3.1520948E-1 8.1664414E+15
3.1247702E-1 8.1660003E+15
3.0974456E-1 8.0927410E+15
3.0701210E-1 7.9524516E+15
3.0427963E-1 7.7533936E+15
3.0154717E-1 7.5054454E+15
2.9881471E-1 7.2188223E+15
2.9608225E-1 6.9020271E+15
2.9334978E-1 6.5580596E+15
2.9061732E-1 6.1779162E+15
2.8788486E-1 5.7322639E+15
2.8515240E-1 5.1663179E+15
2.8241993E-1 4.4071094E+15
2.7968747E-1 3.3903076E+15
2.7695501E-1 2.1009017E+15
2.7422255E-1 1.3741704E+15
