fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UT01 9:41:52 300.5 38.58 1.000E+000 5.858E-001 8.093E-007 1.726E+003 2.768E+000 9.886E-009 5.004E-003 
UT02 10:05:30 304.2 38.11 1.000E+000 6.120E-001 8.250E-007 1.658E+003 2.711E+000 1.237E-008 3.667E-003 
UT03 10:24:38 308 37.64 1.000E+000 6.554E-001 7.337E-007 1.670E+003 2.703E+000 1.387E-008 3.533E-003 
UT04 10:45:32 311.5 37.22 1.000E+000 5.610E-001 9.027E-007 1.510E+003 2.600E+000 1.810E-008 3.364E-003 
UT05 11:05:16 315.4 36.76 1.000E+000 5.348E-001 9.654E-007 1.329E+003 2.500E+000 2.359E-008 3.149E-003 
UT06 11:24:16 319.1 36.33 1.000E+000 2.351E-001 1.942E-006 1.152E+003 2.328E+000 3.452E-008 3.327E-003 
UT07 11:43:52 322.3 35.97 1.000E+000 4.688E-001 1.246E-006 1.146E+003 2.360E+000 3.504E-008 4.367E-003 
UT08 12:03:56 327.2 35.43 1.000E+000 5.390E-001 9.557E-007 1.193E+003 2.389E+000 3.473E-008 5.549E-003 
UT09 12:20:28 329.2 35.22 1.000E+000 4.889E-001 1.103E-006 1.147E+003 2.347E+000 3.882E-008 5.507E-003 
UT10 12:37:46 332.8 34.84 1.000E+000 4.251E-001 1.302E-006 1.080E+003 2.304E+000 4.434E-008 6.174E-003 
UT11 13:01:22 336.2 34.49 1.000E+000 3.179E-001 1.418E-006 1.017E+003 2.281E+000 4.930E-008 4.141E-003 
UT12 13:22:38 340.6 34.04 1.000E+000 4.047E-001 1.262E-006 9.268E+002 2.249E+000 5.694E-008 6.063E-003 
