fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_330 001_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.023031659E-13 1.000000000E+20 1.170265319E+00 4.596267185E-15 1.226982600E-04 
001_330_SRH 001_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.243477561E-14 1.000000000E+20 1.234786655E+00 3.605309238E-15 8.426539464E-05 
002_330 002_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.191559908E-13 1.000000000E+20 1.185467934E+00 6.211841067E-15 1.037237679E-04 
002_330_SRH 002_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.050496457E-14 1.000000000E+20 1.236506436E+00 5.265386891E-15 8.739033427E-05 
003_330 003_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.422816979E-13 1.000000000E+20 1.198249263E+00 8.583289301E-15 8.744526282E-05 
003_330_SRH 003_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.528886358E-14 1.000000000E+20 1.238867934E+00 7.676477397E-15 9.191789018E-05 
004_330 004_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.732747575E-13 1.000000000E+20 1.209041861E+00 1.203783835E-14 7.780580149E-05 
004_330_SRH 004_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.184565401E-13 1.000000000E+20 1.242025373E+00 1.116875959E-14 9.843594867E-05 
005_330 005_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.136331917E-13 1.000000000E+20 1.218402926E+00 1.704607086E-14 7.830442233E-05 
005_330_SRH 005_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.615433433E-13 1.000000000E+20 1.246100637E+00 1.621443175E-14 1.077328457E-04 
006_330 006_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.645319997E-13 1.000000000E+20 1.226835097E+00 2.428650913E-14 8.974070087E-05 
006_330_SRH 006_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.156922984E-13 1.000000000E+20 1.251130336E+00 2.349238675E-14 1.208166118E-04 
007_330 007_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.269939805E-13 1.000000000E+20 1.240363745E+00 3.466538560E-14 1.088858994E-04 
007_330_SRH 007_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.815612680E-13 1.000000000E+20 1.257014619E+00 3.398774123E-14 1.388983091E-04 
008_330 008_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.016815692E-13 1.000000000E+20 1.256590572E+00 4.973735369E-14 1.408957720E-04 
008_330_SRH 008_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.595576511E-13 1.000000000E+20 1.262880344E+00 4.915754601E-14 1.638304443E-04 
009_330 009_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.890969785E-13 1.000000000E+20 1.266388678E+00 7.145552735E-14 1.792725009E-04 
009_330_SRH 009_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.505705572E-13 1.000000000E+20 1.272677350E+00 7.147901086E-14 1.945645870E-04 
010_330 010_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.918815857E-13 1.000000000E+20 1.276924534E+00 1.038785010E-13 2.187044892E-04 
010_330_SRH 010_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.565317997E-13 1.000000000E+20 1.280326917E+00 1.037787236E-13 2.321097208E-04 
011_330 011_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.133892049E-13 1.000000000E+20 1.283038346E+00 1.502404962E-13 2.624341140E-04 
011_330_SRH 011_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.807739655E-13 1.000000000E+20 1.285105047E+00 1.501196594E-13 2.764241738E-04 
012_330 012_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.582511531E-13 1.000000000E+20 1.288485436E+00 2.179382585E-13 3.210846655E-04 
012_330_SRH 012_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.279601524E-13 1.000000000E+20 1.289368937E+00 2.176081601E-13 3.323954395E-04 
013_330 013_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.032428813E-12 1.000000000E+20 1.293633080E+00 3.171037461E-13 3.913465844E-04 
013_330_SRH 013_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.003981028E-12 1.000000000E+20 1.294140515E+00 3.167607544E-13 4.033436787E-04 
014_330 014_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.242219318E-12 1.000000000E+20 1.297730378E+00 4.618940631E-13 4.758016519E-04 
014_330_SRH 014_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.215266067E-12 1.000000000E+20 1.298019241E+00 4.615282375E-13 4.883476566E-04 
015_330 015_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.494847951E-12 1.000000000E+20 1.301157632E+00 6.737057981E-13 5.800855508E-04 
015_330_SRH 015_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.469117664E-12 1.000000000E+20 1.301348159E+00 6.733602564E-13 5.925404390E-04 
016_330 016_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.799019352E-12 1.000000000E+20 1.304298701E+00 9.845100674E-13 7.046050471E-04 
016_330_SRH 016_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.774170088E-12 1.000000000E+20 1.304032266E+00 9.833012915E-13 7.127572288E-04 
017_330 017_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.156406397E-12 1.000000000E+20 1.300322501E+00 1.439239659E-12 8.448772189E-04 
017_330_SRH 017_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.132482111E-12 1.000000000E+20 1.300331937E+00 1.438636616E-12 8.497189736E-04 
018_330 018_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.577060462E-12 1.000000000E+20 1.295228524E+00 2.107921789E-12 1.579508701E-03 
018_330_SRH 018_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.553814529E-12 1.000000000E+20 1.295273087E+00 2.107611679E-12 1.589402876E-03 
019_330 019_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.124949062E-12 1.000000000E+20 1.309227018E+00 3.078922410E-12 1.848092290E-03 
019_330_SRH 019_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.102122086E-12 1.000000000E+20 1.309389348E+00 3.079490945E-12 1.856833748E-03 
