N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.031720276E+00 1.032434769E+00 1.030373105E+00 1.025648037E+00
1.600000000E+01 1.252285822E+00 1.251736532E+00 1.251299416E+00 1.251399501E+00
1.700000000E+01 1.299920450E+00 1.300202223E+00 1.300235514E+00 1.300222728E+00
1.549996187E+01 1.220729326E+00 1.219026166E+00 1.217786279E+00 1.216328812E+00
1.649996187E+01 1.270046411E+00 1.269910819E+00 1.269636616E+00 1.269615093E+00
1.674996808E+01 1.281844892E+00 1.281920602E+00 1.281719817E+00 1.281396709E+00
1.624993176E+01 1.261981408E+00 1.261673034E+00 1.261465299E+00 1.261438658E+00
1.574996808E+01 1.238895701E+00 1.237983559E+00 1.237441013E+00 1.237076193E+00
1.524993176E+01 1.176244670E+00 1.174428229E+00 1.171685949E+00 1.168354453E+00
