N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.167771952E+00 1.166738316E+00 1.164958861E+00 1.162641768E+00
1.600000000E+01 1.247657895E+00 1.247328984E+00 1.247295347E+00 1.247396530E+00
1.700000000E+01 1.292859991E+00 1.292934699E+00 1.292795402E+00 1.292736541E+00
1.549996187E+01 1.224526762E+00 1.223697177E+00 1.223331580E+00 1.222741342E+00
1.649996187E+01 1.263357897E+00 1.263193252E+00 1.262925462E+00 1.263149036E+00
1.674996808E+01 1.274899116E+00 1.274974847E+00 1.274494523E+00 1.274691324E+00
1.624993176E+01 1.256032412E+00 1.255706384E+00 1.255745684E+00 1.255822431E+00
1.574996808E+01 1.236423453E+00 1.235535046E+00 1.235830515E+00 1.235746455E+00
1.524993176E+01 1.209426148E+00 1.208481030E+00 1.207304932E+00 1.206097064E+00
