N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.205536061E+00 1.204588352E+00 1.203812905E+00 1.203145728E+00
1.600000000E+01 1.241077521E+00 1.241177344E+00 1.241280997E+00 1.240953461E+00
1.700000000E+01 1.285395901E+00 1.285097824E+00 1.285241292E+00 1.285382027E+00
1.549996187E+01 1.220307267E+00 1.219962869E+00 1.219695827E+00 1.219337761E+00
1.649996187E+01 1.253753404E+00 1.253748204E+00 1.253872881E+00 1.253904967E+00
1.674996808E+01 1.266072058E+00 1.265833965E+00 1.265917905E+00 1.265964388E+00
1.624993176E+01 1.247556324E+00 1.247743999E+00 1.247820759E+00 1.247877830E+00
1.574996808E+01 1.230796941E+00 1.230728345E+00 1.230530974E+00 1.230306265E+00
1.524993176E+01 1.213359462E+00 1.212645082E+00 1.212090963E+00 1.211722647E+00
