T d154 d184 d214 d244
d 150 180 210 240
290 1.906347000E-03 1.573234000E-03 1.353786000E-03 1.202726000E-03
295 1.719587000E-03 1.454936000E-03 1.282786000E-03 1.163866000E-03
300 1.562461000E-03 1.353821000E-03 1.215798000E-03 1.118099000E-03
305 1.345365000E-03 1.174122000E-03 1.053553000E-03 9.635520000E-04
310 8.862620000E-04 7.285920000E-04 6.058280000E-04 5.052690000E-04
315 -1.104510000E-04 -2.567730000E-04 -3.826440000E-04 -4.918900000E-04
320 1.265680000E-03 9.707830000E-04 7.796510000E-04 6.459090000E-04
325 1.338598000E-03 1.056632000E-03 8.692460000E-04 7.349640000E-04
330 1.613851000E-03 1.310567000E-03 1.105313000E-03 9.535160000E-04
335 2.189354000E-03 1.819019000E-03 1.563084000E-03 1.369701000E-03
340 3.226129000E-03 2.723496000E-03 2.370008000E-03 2.099025000E-03
