d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.279934654E+00 1.216986885E+00 6.294776900E-02 1.266297712E+00 1.213889186E+00 5.240852600E-02 1.363694200E-02 3.097699000E-03
150 295 1.280313251E+00 1.220248547E+00 6.006470400E-02 1.268196115E+00 1.217074898E+00 5.112121700E-02 1.211713600E-02 3.173649000E-03
150 300 1.281729003E+00 1.223200560E+00 5.852844300E-02 1.270860406E+00 1.219900441E+00 5.095996500E-02 1.086859700E-02 3.300119000E-03
150 305 1.284021636E+00 1.226745546E+00 5.727609000E-02 1.274063488E+00 1.223078165E+00 5.098532300E-02 9.958148000E-03 3.667381000E-03
150 310 1.285831390E+00 1.230101394E+00 5.572999600E-02 1.276405285E+00 1.225901014E+00 5.050427100E-02 9.426105000E-03 4.200380000E-03
150 315 1.288919404E+00 1.232361489E+00 5.655791500E-02 1.279618734E+00 1.227516292E+00 5.210244200E-02 9.300670000E-03 4.845197000E-03
150 320 1.292051327E+00 1.234780639E+00 5.727068800E-02 1.282453872E+00 1.229032607E+00 5.342126500E-02 9.597455000E-03 5.748032000E-03
150 325 1.294740332E+00 1.236615045E+00 5.812528700E-02 1.284440582E+00 1.229776419E+00 5.466416300E-02 1.029975000E-02 6.838626000E-03
150 330 1.296666955E+00 1.236776571E+00 5.989038400E-02 1.285277501E+00 1.228741594E+00 5.653590700E-02 1.138945400E-02 8.034977000E-03
150 335 1.297123419E+00 1.237065449E+00 6.005797000E-02 1.284313278E+00 1.227580928E+00 5.673235000E-02 1.281014100E-02 9.484521000E-03
150 340 1.295102401E+00 1.236478804E+00 5.862359700E-02 1.280660649E+00 1.225398635E+00 5.526201400E-02 1.444175200E-02 1.108016900E-02
180 290 1.275633236E+00 1.214626878E+00 6.100635800E-02 1.263741264E+00 1.211867853E+00 5.187341100E-02 1.189197200E-02 2.759025000E-03
180 295 1.276270282E+00 1.217742881E+00 5.852740100E-02 1.265686885E+00 1.214856517E+00 5.083036800E-02 1.058339700E-02 2.886364000E-03
180 300 1.277885868E+00 1.220453731E+00 5.743213700E-02 1.268329676E+00 1.217378761E+00 5.095091500E-02 9.556192000E-03 3.074970000E-03
180 305 1.280221990E+00 1.223531374E+00 5.669061600E-02 1.271356538E+00 1.220046892E+00 5.130964600E-02 8.865452000E-03 3.484482000E-03
180 310 1.283131183E+00 1.226406934E+00 5.672424900E-02 1.274575655E+00 1.222352264E+00 5.222339100E-02 8.555528000E-03 4.054670000E-03
180 315 1.286248592E+00 1.228190080E+00 5.805851200E-02 1.277601835E+00 1.223452344E+00 5.414949100E-02 8.646757000E-03 4.737736000E-03
