N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.019400000E-05 9.085000000E-06 8.083000000E-06 7.192000000E-06 6.581000000E-06 6.262000000E-06 6.251000000E-06 6.433000000E-06 6.345000000E-06 6.116000000E-06 6.333000000E-06
1.600000000E+01 5.873700000E-05 5.469800000E-05 5.043400000E-05 4.540400000E-05 4.158500000E-05 3.838000000E-05 3.541600000E-05 3.404000000E-05 3.393300000E-05 3.490000000E-05 3.813400000E-05
1.700000000E+01 2.417560000E-04 2.289750000E-04 2.140800000E-04 1.937060000E-04 1.781840000E-04 1.645900000E-04 1.507620000E-04 1.423150000E-04 1.442810000E-04 1.501750000E-04 1.621380000E-04
1.549996187E+01 2.606800000E-05 2.378800000E-05 2.127500000E-05 1.925300000E-05 1.752900000E-05 1.607500000E-05 1.538400000E-05 1.544700000E-05 1.649300000E-05 1.899700000E-05 2.319800000E-05
1.649996187E+01 1.233850000E-04 1.158150000E-04 1.053200000E-04 9.712300000E-05 8.925300000E-05 8.052200000E-05 7.506500000E-05 7.112100000E-05 6.786400000E-05 6.817000000E-05 7.093100000E-05
1.674996808E+01 1.750320000E-04 1.652300000E-04 1.507060000E-04 1.394070000E-04 1.287400000E-04 1.154180000E-04 1.054600000E-04 1.012860000E-04 9.507900000E-05 9.431100000E-05 9.655900000E-05
1.624993176E+01 8.503100000E-05 7.956000000E-05 7.369500000E-05 6.632100000E-05 6.094100000E-05 5.648900000E-05 5.163800000E-05 4.935500000E-05 4.856400000E-05 4.870800000E-05 5.170400000E-05
1.574996808E+01 4.011900000E-05 3.646500000E-05 3.335900000E-05 3.037900000E-05 2.772000000E-05 2.521400000E-05 2.374300000E-05 2.313300000E-05 2.336100000E-05 2.528200000E-05 2.920100000E-05
1.524993176E+01 1.637900000E-05 1.463100000E-05 1.313800000E-05 1.182700000E-05 1.080300000E-05 1.007600000E-05 9.975000000E-06 1.052800000E-05 1.192500000E-05 1.399000000E-05 1.593800000E-05
