fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 36014 340.04 34.097 1.137517226E+00 6.963500982E-01 1.725110876E-07 7.475264419E+02 1.765656718E-04 1.270621655E-01 1.710364532E-04 3.918195356E-01 8.515124849E-06 6.518104835E-02 8.780999502E-05 1.991598329E-02 
00L2 36144 340.04 34.097 1.148130039E+00 6.556059312E-01 1.856473536E-07 7.628112128E+02 1.740998427E-04 1.272912134E-01 1.707330000E-04 3.962361653E-01 8.611325590E-06 6.579371128E-02 8.725435504E-05 1.725148176E-02 
00L3 36230 340.03 34.098 1.123045576E+00 7.297902193E-01 1.493593184E-07 7.266668406E+02 1.790114718E-04 1.276519258E-01 1.712985149E-04 3.943981888E-01 8.624141643E-06 6.620748234E-02 8.706445641E-05 7.221515904E-02 
00L4 36318 340.06 34.095 1.149657716E+00 6.761035032E-01 1.876830229E-07 7.750396121E+02 1.722883736E-04 1.275728539E-01 1.709985149E-04 3.956805458E-01 8.631679525E-06 6.640709567E-02 8.641836538E-05 1.554750240E-02 
00L5 36408 340.05 34.096 1.142273793E+00 6.907351407E-01 1.738871605E-07 7.530150934E+02 1.759573930E-04 1.275568062E-01 1.708150000E-04 3.953664693E-01 8.614488119E-06 6.586837358E-02 8.740463919E-05 2.013123103E-02 
00L6 36502 340.03 34.098 1.140291412E+00 6.941083603E-01 1.693408290E-07 7.512271819E+02 1.757103925E-04 1.275600426E-01 1.709420000E-04 3.965453397E-01 8.646817378E-06 6.637356658E-02 8.681038113E-05 3.203612386E-02 
00L7 36588 340.05 34.096 1.137916773E+00 7.153796069E-01 1.665053213E-07 7.560893653E+02 1.748996462E-04 1.275605356E-01 1.713263415E-04 3.966531649E-01 8.668648612E-06 6.664186907E-02 8.645002623E-05 3.275002566E-02 
00L8 36676 340.03 34.098 1.122469758E+00 7.566391061E-01 1.440995932E-07 7.392800704E+02 1.774110253E-04 1.285398779E-01 1.709900498E-04 3.942366948E-01 8.664944131E-06 6.665551205E-02 8.634697589E-05 6.284690561E-02 
00L9 36754 340.04 34.097 1.131681393E+00 7.305955779E-01 1.550989914E-07 7.447864309E+02 1.765960412E-04 1.273275846E-01 1.714621891E-04 3.946110701E-01 8.615096158E-06 6.610518675E-02 8.664170011E-05 3.962007858E-02 
0L10 36842 340.04 34.097 1.140938560E+00 7.016238268E-01 1.666789529E-07 7.574486015E+02 1.746095280E-04 1.279670174E-01 1.713154229E-04 3.941954614E-01 8.641838183E-06 6.611126866E-02 8.697791355E-05 3.517799530E-02 
