N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.191464727E+00 1.191381206E+00 1.190884783E+00 1.187705477E+00 1.177696473E+00 1.151061130E+00 1.090607940E+00 1.011984781E+00 1.013004784E+00 1.015969280E+00 1.021564531E+00
1.600000000E+01 1.214388408E+00 1.216482022E+00 1.218829099E+00 1.221032000E+00 1.223342329E+00 1.225363583E+00 1.226536003E+00 1.227368061E+00 1.227338663E+00 1.225416029E+00 1.222019798E+00
1.700000000E+01 1.250608364E+00 1.252997996E+00 1.254920937E+00 1.257287349E+00 1.259836435E+00 1.262330674E+00 1.263930777E+00 1.265179960E+00 1.265747586E+00 1.264304849E+00 1.262244721E+00
1.549996187E+01 1.199617671E+00 1.201365085E+00 1.202865754E+00 1.205114814E+00 1.206686637E+00 1.207373026E+00 1.206599622E+00 1.202059271E+00 1.189296741E+00 1.160222116E+00 1.100913492E+00
1.649996187E+01 1.222157419E+00 1.224579387E+00 1.227023346E+00 1.229981294E+00 1.232846649E+00 1.235035008E+00 1.237172980E+00 1.238505733E+00 1.238469366E+00 1.238066269E+00 1.236643340E+00
1.674996808E+01 1.232660662E+00 1.234812142E+00 1.237190732E+00 1.240067266E+00 1.242910937E+00 1.245052150E+00 1.247133250E+00 1.248428032E+00 1.248350158E+00 1.247959341E+00 1.246369933E+00
1.624993176E+01 1.218029916E+00 1.220542510E+00 1.223252407E+00 1.225673060E+00 1.228255154E+00 1.230600641E+00 1.232024880E+00 1.233222599E+00 1.233532241E+00 1.232329136E+00 1.230332707E+00
1.574996808E+01 1.207548145E+00 1.208906437E+00 1.210941230E+00 1.213168111E+00 1.215390578E+00 1.216805111E+00 1.217990884E+00 1.218049571E+00 1.215801679E+00 1.210233587E+00 1.196914579E+00
1.524993176E+01 1.195559827E+00 1.196617247E+00 1.197945906E+00 1.198940648E+00 1.198614954E+00 1.194756308E+00 1.183041790E+00 1.153809234E+00 1.091274262E+00 1.009127072E+00 1.009899647E+00
