N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 -8.483430000E-04 -1.222488300E-02 -3.733295000E-02 -8.667189500E-02 -1.703973100E-01 -1.487316570E-01 -9.588205500E-02 6.602477000E-03 1.663421800E-02 2.702162800E-02 3.981630500E-02
1.600000000E+01 3.398926100E-02 3.282387800E-02 3.194596200E-02 3.156372000E-02 3.059885200E-02 2.895713300E-02 2.625777700E-02 2.035185100E-02 9.192724000E-03 -1.040333600E-02 -4.507793800E-02
1.700000000E+01 7.778134500E-02 7.450953100E-02 7.199662800E-02 7.089694300E-02 7.066445200E-02 7.166730400E-02 7.460299100E-02 7.810785100E-02 8.274788900E-02 8.945334700E-02 9.595456900E-02
1.549996187E+01 2.205221300E-02 2.099795100E-02 1.911926300E-02 1.440010800E-02 4.791562000E-03 -1.368164300E-02 -4.838836100E-02 -1.075767330E-01 -1.896124840E-01 -1.645849640E-01 -1.101410370E-01
1.649996187E+01 6.138774700E-02 5.865818300E-02 5.710536800E-02 5.581536300E-02 5.417755300E-02 5.478921900E-02 5.536622200E-02 5.611268600E-02 5.770312600E-02 5.794220400E-02 5.679230900E-02
1.674996808E+01 7.221943000E-02 6.920583400E-02 6.732580700E-02 6.596107300E-02 6.557165000E-02 6.670105700E-02 6.817950100E-02 7.048089600E-02 7.416247400E-02 7.748024200E-02 8.075017300E-02
1.624993176E+01 4.656733400E-02 4.449996700E-02 4.296730500E-02 4.241054800E-02 4.175911900E-02 4.130497900E-02 4.127805800E-02 4.009265500E-02 3.749029400E-02 3.289980800E-02 2.258006800E-02
1.574996808E+01 2.672167500E-02 2.658024400E-02 2.574537500E-02 2.430553600E-02 2.146945100E-02 1.617682900E-02 5.306611000E-03 -1.501189300E-02 -5.050716300E-02 -1.092868460E-01 -1.969675980E-01
1.524993176E+01 1.330232100E-02 1.005080600E-02 2.681278000E-03 -1.294443100E-02 -4.390492300E-02 -1.010267630E-01 -1.795081190E-01 -1.550095530E-01 -9.901382300E-02 4.899741000E-03 1.424084300E-02
