0.0004 -1.4306E-0005
0.0095 -9.8911E-0009
0.0195  1.5487E-0005
0.0295  3.1154E-0005
0.0396  4.6881E-0005
0.0494  6.2412E-0005
0.0595  7.8492E-0005
0.0696  9.4874E-0005
0.0796  1.1126E-0004
0.0895  1.2774E-0004
0.0996  1.4462E-0004
0.1096  1.6151E-0004
0.1205  1.8080E-0004
0.1295  1.9678E-0004
0.1396  2.1508E-0004
0.1505  2.3357E-0004
0.1597  2.5256E-0004
0.1697  2.7206E-0004
0.1797  2.9216E-0004
0.1895  3.1266E-0004
0.1996  3.3427E-0004
0.2096  3.5648E-0004
0.2197  3.7970E-0004
0.2296  4.0281E-0004
0.2397  4.2894E-0004
0.2496  4.5608E-0004
0.2602  4.8824E-0004
0.2698  5.1538E-0004
0.2798  5.4854E-0004
0.2898  5.8472E-0004
0.3000  6.2392E-0004
0.3101  6.6613E-0004
0.3200  7.1337E-0004
0.3301  7.6462E-0004
0.3400  8.2191E-0004
0.3507  8.8623E-0004
0.3603  9.5960E-0004
0.3704  1.0430E-0003
0.3804  1.1385E-0003
0.3904  1.2501E-0003
0.4004  1.3807E-0003
0.4109  1.5485E-0003
0.4204  1.7154E-0003
0.4304  1.9284E-0003
0.4402  2.1857E-0003
0.4501  2.4953E-0003
0.4610  2.9053E-0003
0.4707  3.3516E-0003
0.4815  3.9323E-0003
0.4922  4.6289E-0003
0.5031  5.4746E-0003
0.5126  6.3403E-0003
0.5220  7.3254E-0003
0.5318  8.4796E-0003
0.5423  9.8627E-0003
0.5513  1.1206E-0002
0.5623  1.3186E-0002
0.5713  1.4639E-0002
0.5820  1.6758E-0002
0.5916  1.8788E-0002
