N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 325 2.400E-4 1.198147575E+00 1.259130181E+00
1.468000E+10 1.000E+17 325 2.400E-4 1.209976402E+00 1.261150721E+00
2.154000E+10 1.000E+17 325 2.400E-4 1.228642776E+00 1.264291897E+00
3.162000E+10 1.000E+17 325 2.400E-4 1.238376909E+00 1.266521748E+00
4.642000E+10 1.000E+17 325 2.400E-4 1.252416134E+00 1.271857728E+00
6.813000E+10 1.000E+17 325 2.400E-4 1.263733395E+00 1.276556592E+00
1.000000E+11 1.000E+17 325 2.400E-4 1.273133584E+00 1.282802849E+00
1.468000E+11 1.000E+17 325 2.400E-4 1.284443767E+00 1.290489024E+00
2.154000E+11 1.000E+17 325 2.400E-4 1.295770670E+00 1.297511612E+00
3.162000E+11 1.000E+17 325 2.400E-4 1.303420365E+00 1.303690066E+00
4.642000E+11 1.000E+17 325 2.400E-4 1.309881207E+00 1.309684722E+00
6.813000E+11 1.000E+17 325 2.400E-4 1.314738329E+00 1.315010606E+00
1.000000E+12 1.000E+17 325 2.400E-4 1.319436264E+00 1.319953555E+00
1.468000E+12 1.000E+17 325 2.400E-4 1.323702758E+00 1.324084826E+00
2.154000E+12 1.000E+17 325 2.400E-4 1.328071686E+00 1.328453839E+00
3.162000E+12 1.000E+17 325 2.400E-4 1.331906009E+00 1.332338355E+00
4.642000E+12 1.000E+17 325 2.400E-4 1.315637657E+00 1.315992637E+00
6.813000E+12 1.000E+17 325 2.400E-4 1.344906183E+00 1.345124219E+00
1.000000E+13 1.000E+17 325 2.400E-4 1.352993091E+00 1.353182108E+00
