N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 325 2.400E-4 1.236574590E+00 1.325247895E+00
1.468000E+10 1.000E+17 325 2.400E-4 1.258370322E+00 1.325383152E+00
2.154000E+10 1.000E+17 325 2.400E-4 1.275719455E+00 1.325579087E+00
3.162000E+10 1.000E+17 325 2.400E-4 1.289154652E+00 1.325861263E+00
4.642000E+10 1.000E+17 325 2.400E-4 1.299438565E+00 1.326264299E+00
6.813000E+10 1.000E+17 325 2.400E-4 1.307341520E+00 1.326833381E+00
1.000000E+11 1.000E+17 325 2.400E-4 1.313533099E+00 1.327624453E+00
1.468000E+11 1.000E+17 325 2.400E-4 1.318555850E+00 1.328701748E+00
2.154000E+11 1.000E+17 325 2.400E-4 1.322837979E+00 1.330131246E+00
3.162000E+11 1.000E+17 325 2.400E-4 1.326712829E+00 1.331970180E+00
4.642000E+11 1.000E+17 325 2.400E-4 1.330431279E+00 1.334255096E+00
6.813000E+11 1.000E+17 325 2.400E-4 1.334168802E+00 1.336993802E+00
1.000000E+12 1.000E+17 325 2.400E-4 1.337956387E+00 1.340365861E+00
1.468000E+12 1.000E+17 325 2.400E-4 1.341973816E+00 1.344014732E+00
2.154000E+12 1.000E+17 325 2.400E-4 1.346264410E+00 1.347921308E+00
3.162000E+12 1.000E+17 325 2.400E-4 1.350690549E+00 1.352050018E+00
4.642000E+12 1.000E+17 325 2.400E-4 1.355643775E+00 1.356531839E+00
6.813000E+12 1.000E+17 325 2.400E-4 1.360625222E+00 1.361278785E+00
1.000000E+13 1.000E+17 325 2.400E-4 1.365779001E+00 1.366293062E+00
