N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 340 2.800E-4 2.550129E-1 1.783970E+1 3.780610E-1 7.401590E+1
1.468000E+10 1.000E+17 340 2.800E-4 2.518810E-1 1.758760E+1 3.774710E-1 7.399280E+1
2.154000E+10 1.000E+17 340 2.800E-4 2.476032E-1 1.724390E+1 3.766580E-1 7.395950E+1
3.162000E+10 1.000E+17 340 2.800E-4 2.419167E-1 1.677770E+1 3.755660E-1 7.386550E+1
4.642000E+10 1.000E+17 340 2.800E-4 2.346107E-1 1.619520E+1 3.741390E-1 7.380190E+1
6.813000E+10 1.000E+17 340 2.800E-4 2.255942E-1 1.548050E+1 3.723320E-1 7.372050E+1
1.000000E+11 1.000E+17 340 2.800E-4 2.149454E-1 1.464180E+1 3.701180E-1 7.361860E+1
1.468000E+11 1.000E+17 340 2.800E-4 2.029045E-1 1.369960E+1 3.673730E-1 7.351390E+1
2.154000E+11 1.000E+17 340 2.800E-4 1.898041E-1 1.267260E+1 3.642290E-1 7.332420E+1
3.162000E+11 1.000E+17 340 2.800E-4 1.759811E-1 1.160850E+1 3.606870E-1 7.315440E+1
4.642000E+11 1.000E+17 340 2.800E-4 1.617300E-1 1.052230E+1 3.565790E-1 7.298400E+1
6.813000E+11 1.000E+17 340 2.800E-4 1.473115E-1 9.427400E+0 3.520530E-1 7.271230E+1
1.000000E+12 1.000E+17 340 2.800E-4 1.329774E-1 8.360700E+0 3.469700E-1 7.248270E+1
1.468000E+12 1.000E+17 340 2.800E-4 1.189776E-1 7.326900E+0 3.414210E-1 7.214870E+1
2.154000E+12 1.000E+17 340 2.800E-4 1.055452E-1 6.357300E+0 3.352810E-1 7.185950E+1
3.162000E+12 1.000E+17 340 2.800E-4 9.287829E-2 5.453600E+0 3.287010E-1 7.145470E+1
4.642000E+12 1.000E+17 340 2.800E-4 8.112483E-2 4.632700E+0 3.216020E-1 7.102680E+1
6.813000E+12 1.000E+17 340 2.800E-4 7.038279E-2 3.901800E+0 3.140020E-1 7.062050E+1
1.000000E+13 1.000E+17 340 2.800E-4 6.069917E-2 3.255200E+0 3.059920E-1 7.010460E+1
1.468000E+13 1.000E+17 340 2.800E-4 5.207698E-2 2.694500E+0 2.976000E-1 6.954340E+1
2.154000E+13 1.000E+17 340 2.800E-4 4.448385E-2 2.216600E+0 2.888570E-1 6.900320E+1
3.162000E+13 1.000E+17 340 2.800E-4 3.786133E-2 1.810100E+0 2.797950E-1 6.834900E+1
4.642000E+13 1.000E+17 340 2.800E-4 3.213386E-2 1.469600E+0 2.704260E-1 6.764620E+1
6.813000E+13 1.000E+17 340 2.800E-4 2.721643E-2 1.187000E+0 2.608120E-1 6.689030E+1
1.000000E+14 1.000E+17 340 2.800E-4 2.302081E-2 9.545000E-1 2.509960E-1 6.607780E+1
