f U
11.371653212205441 9.342249965045516
13.301785388197764 7.434947899572184
16.23939814221733 5.588702444694381
19.266963498736583 4.200916460642608
23.189914597585013 3.280243085623943
28.71887782907259 2.4656934788841283
33.11788353781069 1.9999999999999962
38.74362143892769 1.6851937135884005
43.42743583173532 1.5033602172292169
57.76396830903712 1.1087449341538789
65.6768351632206 0.9704661883298721
75.74581341416635 0.8334215125306852
91.17920827399438 0.6890013586653378
106.67202944709648 0.5917038237702893
123.03571012407494 0.5278585968283089
141.89843221246718 0.45331688570013146
173.27671540849695 0.38196338302266725
205.64605117977453 0.334326261149027
244.05260035874286 0.28711427723728233
293.76734597295695 0.23288724222705717
353.6927981613146 0.21174998297933018
419.79821742758634 0.19253117887853657
512.6694111045822 0.1685193713588402
617.2242775394013 0.15033602172292168
743.0437555154356 0.1291062750241587
869.4358442329043 0.11964360760212539
1002.7298829060151 0.10274809943043312
1207.1336223719356 0.08823849554649035
1538.6609370890974 0.07434947899572188
1905.8102413178967 0.06030715466658035
