f U
11.129804357121952 5.0312367596395235
12.968755057263515 3.9535738275043117
16.064726947855217 2.7242133520182086
19.007507980267924 2.0047016626450413
23.18777973343292 1.4119526660552757
28.287407771937914 1.0164457302527021
33.469173221023006 0.8163333002620892
38.40737855619861 0.627645460892055
43.40535094725707 0.5875296144273916
57.15873852575698 0.3959912106806831
65.59221806454947 0.3548036854328115
75.2700143773937 0.29772114832000984
90.43049497750692 0.23909337921406573
103.7730520168302 0.20506086458575848
120.91922283339667 0.17974889812657704
138.76023573735728 0.14756865841930789
174.53445139153362 0.11848834600794668
200.28611706136968 0.10386866314889942
240.62666724323378 0.09103682236762783
289.092393612307 0.07472546494537527
352.67173122599826 0.06407403160410899
423.70497047386965 0.058668088866810394
509.04534191094376 0.05371824692646983
630.5674203706066 0.042202202849860565
746.0765012499273 0.04126306419572024
869.3489200912159 0.036969076263771126
1012.9893430467232 0.03170504550876104
1198.5515274791246 0.0303292076777023
1530.7840263041198 0.02657613397029334
1896.2211322621038 0.021340213729630138
