f U
11.092733218115093 4.963836755162218
12.86409918963329 3.6858692386521845
15.829110710722276 2.884536545665127
18.90886628787493 2.2574189545368375
22.92495786559061 1.9282844660592753
27.794035091152406 1.6762338275175181
32.71346105218411 1.4069833995200811
37.93737751884834 1.2230732604774615
42.711021241641475 1.1604830011835516
55.76393560418316 0.9571689307033378
64.66871461805793 0.8617101663532516
76.11480197152373 0.8034206051255157
89.58679808901786 0.7490739855976567
105.44328020251673 0.6862808826256772
120.48296271319494 0.628751577164572
139.72253298874472 0.5660459807812933
169.3984786224088 0.5370788159725841
199.38128863043173 0.4920567673580837
241.7282755852359 0.4508088107411904
293.0694230074966 0.4058495035059838
350.0898208362174 0.37182809820455
424.4460915665203 0.33474556275371065
514.5950379699175 0.2961303294131464
623.8908977248985 0.2665971567143719
745.2768370184735 0.24000933679788156
877.1876663802524 0.21607312868634745
1017.2631872017542 0.19796022865250862
1215.184727550482 0.17821759157825334
1495.2693774218133 0.14959082004949684
1923.5293586375442 0.1255623153972164
