f U
11.020198394289919 5.386954204979259
13.01709640517632 4.235119524940031
15.808583134833915 2.901927560654372
18.93410209863558 2.0936087387579922
22.67756820607204 1.645954821539676
27.92559061445808 1.4345524050622127
32.985804083911916 1.1473647220774033
37.89637465748711 1.0349643086084797
42.93793917625401 0.9662168943241256
55.89272936968953 0.8567139149967791
65.11079031978183 0.7998067676221592
75.84913214786782 0.7466796725679559
90.84528321935025 0.6852055871304992
104.36934870492125 0.6396908655342066
121.58237495239479 0.5971994553657489
139.6822469818237 0.5671936280754436
169.63678727880264 0.5029126239917866
200.37555902956535 0.4615078626856145
243.3456421086405 0.4162967161453051
291.45757046312565 0.3628285828690674
353.9599838187279 0.33295693091189604
423.941501606659 0.310840295702492
514.8547927931252 0.27561224424285957
616.6468638948849 0.2443766468723535
738.5642710801899 0.22043653818497055
860.3713566019377 0.19884169780083583
1002.2673723146931 0.18247107466990387
1200.4259076021856 0.1590349355865887
1519.83122560364 0.13392623861860795
1924.222844318473 0.1127817439883369
