f U
11.198855035519594 7.4686040638679145
13.085410592775913 6.248483795562494
16.180349468804103 5.400007539637692
19.175572183290182 4.517826801206386
23.37772103507566 4.303311824915584
28.100193413844476 4.0989824261331425
33.30195606778917 3.4854071768837773
38.36513866261297 3.266513873364592
43.57697686896063 3.0121267254059383
57.022263472224836 2.561242526798838
65.69184826605265 2.3617799783812274
75.67954454687845 2.17785102656955
90.9673717146425 2.00824595743289
106.2917062196384 1.851849266245829
122.45214784084217 1.6801656929748345
141.06960029271838 1.5243987765659024
171.98369522692064 1.4286622765964934
200.9560138218788 1.3389382961641572
241.5506134065615 1.2346654512724904
294.48419072421603 1.138513089761537
353.97217308967515 1.0329623848370932
425.4771674285444 0.9221227406891039
518.7165437288147 0.8231764886870343
623.5011181744762 0.723027689439609
749.4529508741891 0.635063132731349
875.7055565994541 0.5669191492942833
1008.846598625314 0.5060871986919687
1212.6410655570867 0.43033118249155833
1520.825959999599 0.35423851177594035
1907.3340548187289 0.2822956755849606
