f U
11.041470591339436 6.352134833012256
13.085410592775906 5.552972816139152
16.180349468804096 4.854353364246492
19.175572183290182 3.6479073171466507
23.04917944581189 3.353879424879088
28.10019341384446 2.8830622167102424
33.30195606778917 2.5203441893940326
37.825969613173655 2.2785797507387784
43.57697686896063 2.2785797507387784
56.22089429528613 1.958712987230557
65.6918482660526 1.8939663679892922
75.6795445468784 1.7413092715252487
89.68895091265611 1.6280915869438908
104.79792305597749 1.548035878082878
120.73125198448247 1.4719166286769938
139.08706184906788 1.3995402771019336
171.98369522692045 1.2442008994060725
200.9560138218788 1.1633045604912664
241.55061340656127 1.0695401201561887
290.3456220464384 0.9508284979155966
348.99758296057126 0.9040748324484288
425.4771674285444 0.8173513026666538
518.7165437288153 0.7389467420098593
623.5011181744749 0.6793863052548246
738.9204244919479 0.5939127212997525
863.3987241729483 0.527992480173573
1008.8465986253129 0.477344713046953
1212.6410655570853 0.4103351170955344
1499.452851083544 0.34107250849214854
1907.3340548187268 0.26956092271594456
