T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.513600000E-05 3.092800000E-05 6.162900000E-05 1.232730000E-04 2.488580000E-04 5.063200000E-04 1.033892000E-03 2.094961000E-03 4.148130000E-03
295 1.278300000E-05 2.748900000E-05 5.445600000E-05 1.079960000E-04 2.175360000E-04 4.451650000E-04 9.209960000E-04 1.899626000E-03 3.839852000E-03
300 9.658000000E-06 2.480500000E-05 4.952000000E-05 9.664200000E-05 1.921900000E-04 3.919530000E-04 8.150020000E-04 1.702528000E-03 3.522163000E-03
305 3.987000000E-06 2.203800000E-05 4.643500000E-05 8.930800000E-05 1.737060000E-04 3.492520000E-04 7.220490000E-04 1.516258000E-03 3.172955000E-03
310 -7.111000000E-06 1.742400000E-05 4.431600000E-05 8.578900000E-05 1.626280000E-04 3.184200000E-04 6.477490000E-04 1.352143000E-03 2.839806000E-03
315 1.271300000E-05 7.828000000E-06 4.156100000E-05 8.497500000E-05 1.585850000E-04 3.006360000E-04 5.947830000E-04 1.219768000E-03 2.548361000E-03
320 1.337800000E-05 -1.138200000E-05 3.480700000E-05 8.541300000E-05 1.605360000E-04 2.955830000E-04 5.645050000E-04 1.125009000E-03 2.308314000E-03
325 1.626700000E-05 1.783500000E-05 1.856100000E-05 8.367900000E-05 1.668490000E-04 3.024930000E-04 5.583450000E-04 1.073836000E-03 2.141643000E-03
330 2.269100000E-05 1.864200000E-05 -1.424000000E-05 7.405300000E-05 1.736620000E-04 3.199640000E-04 5.750530000E-04 1.067306000E-03 2.050876000E-03
335 3.525100000E-05 2.202400000E-05 -6.713600000E-05 4.694700000E-05 1.755070000E-04 3.436280000E-04 6.138160000E-04 1.104421000E-03 2.043522000E-03
340 5.829900000E-05 2.932000000E-05 2.590500000E-05 -9.095000000E-06 1.620240000E-04 3.679060000E-04 6.699620000E-04 1.184833000E-03 2.119306000E-03
