N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.878600000E-05 1.525500000E-05 1.061000000E-05 2.562000000E-06 -1.243100000E-05 1.825700000E-05 1.977500000E-05 2.485600000E-05 3.584600000E-05 5.672600000E-05 9.418700000E-05
1.600000000E+01 3.023410000E-04 2.646860000E-04 2.329000000E-04 2.085220000E-04 1.916750000E-04 1.826450000E-04 1.805430000E-04 1.832440000E-04 1.869910000E-04 1.845060000E-04 1.639810000E-04
1.700000000E+01 4.442857000E-03 4.130520000E-03 3.783810000E-03 3.425191000E-03 3.079480000E-03 2.768702000E-03 2.510972000E-03 2.319529000E-03 2.204573000E-03 2.170427000E-03 2.221964000E-03
1.549996187E+01 7.725800000E-05 6.758300000E-05 6.031500000E-05 5.509400000E-05 5.087500000E-05 4.558600000E-05 3.520900000E-05 1.317600000E-05 -2.870100000E-05 3.551400000E-05 3.726400000E-05
1.649996187E+01 1.181630000E-03 1.057022000E-03 9.384610000E-04 8.325780000E-04 7.447970000E-04 6.783030000E-04 6.363290000E-04 6.190970000E-04 6.265850000E-04 6.572350000E-04 7.069270000E-04
1.674996808E+01 2.313486000E-03 2.108151000E-03 1.898110000E-03 1.695777000E-03 1.513922000E-03 1.363333000E-03 1.250794000E-03 1.181314000E-03 1.158041000E-03 1.180747000E-03 1.247645000E-03
1.624993176E+01 5.984410000E-04 5.282310000E-04 4.651940000E-04 4.123870000E-04 3.725230000E-04 3.466770000E-04 3.346680000E-04 3.357870000E-04 3.483250000E-04 3.674510000E-04 3.873010000E-04
1.574996808E+01 1.527640000E-04 1.333160000E-04 1.181220000E-04 1.072750000E-04 1.005550000E-04 9.697100000E-05 9.440300000E-05 8.917800000E-05 7.418500000E-05 3.852100000E-05 -3.086500000E-05
1.524993176E+01 3.884800000E-05 3.383400000E-05 2.960300000E-05 2.508500000E-05 1.812800000E-05 4.654000000E-06 -2.059600000E-05 2.533900000E-05 2.712600000E-05 3.306200000E-05 4.539800000E-05
