T d154 d184 d214 d244
d 150 180 210 240
290 1.124532900E-02 1.090716900E-02 1.073943500E-02 1.063323900E-02
295 1.269183600E-02 1.252901000E-02 1.250905200E-02 1.260467800E-02
300 1.484932700E-02 1.490190500E-02 1.504031000E-02 2.293211400E-02
305 1.759182500E-02 1.775819700E-02 1.804353000E-02 1.823959700E-02
310 2.135021400E-02 2.156151200E-02 2.191978100E-02 2.219900900E-02
315 2.683443900E-02 2.605619800E-02 2.648778300E-02 2.676569600E-02
320 3.034631900E-02 3.141077700E-02 3.113783200E-02 3.140950400E-02
325 3.589067700E-02 3.916606000E-02 3.650346400E-02 3.665674300E-02
330 4.176708300E-02 4.393223700E-02 4.195802700E-02 4.192691900E-02
335 4.718254000E-02 4.698086700E-02 4.959636500E-02 4.623823000E-02
340 5.299191800E-02 5.227575900E-02 5.439051300E-02 5.569576500E-02
