T d154 d184 d214 d244
d 150 180 210 240
290 1.266037136E+00 1.266246342E+00 1.266204552E+00 1.266326047E+00
295 1.264775906E+00 1.264916923E+00 1.265009716E+00 1.265063648E+00
300 1.264041362E+00 1.264058815E+00 1.264190123E+00 1.264223465E+00
305 1.264801311E+00 1.264536264E+00 1.264765733E+00 1.264797952E+00
310 1.266319909E+00 1.265903928E+00 1.266078006E+00 1.266174909E+00
315 1.268106269E+00 1.267676062E+00 1.267798394E+00 1.267937101E+00
320 1.270892056E+00 1.270736840E+00 1.270479073E+00 1.270750824E+00
325 1.274114118E+00 1.273966305E+00 1.273622545E+00 1.273800006E+00
330 1.277306583E+00 1.277178662E+00 1.276901477E+00 1.276922110E+00
335 1.280980971E+00 1.280849848E+00 1.280563493E+00 1.280447850E+00
340 1.284554864E+00 1.284424393E+00 1.284106899E+00 1.283869286E+00
