T d154 d184 d214 d244
d 150 180 210 240
290 1.242975072E+00 1.243156383E+00 1.243113273E+00 1.243235603E+00
295 1.243554022E+00 1.243628671E+00 1.243722351E+00 1.243773465E+00
300 1.244717896E+00 1.244654526E+00 1.244771794E+00 1.244809153E+00
305 1.247087460E+00 1.246756722E+00 1.246970722E+00 1.246990788E+00
310 1.249986253E+00 1.249494584E+00 1.249656466E+00 1.249724682E+00
315 1.252847772E+00 1.252350985E+00 1.252428295E+00 1.252543993E+00
320 1.256230961E+00 1.255995769E+00 1.255703732E+00 1.255917564E+00
325 1.259603055E+00 1.259360795E+00 1.258991490E+00 1.259117044E+00
330 1.262434672E+00 1.262194352E+00 1.261889291E+00 1.261851683E+00
335 1.265275492E+00 1.264999201E+00 1.264675931E+00 1.264534750E+00
340 1.267545684E+00 1.267226951E+00 1.266861027E+00 1.266646467E+00
