T d154 d184 d214 d244
d 150 180 210 240
290 1.212217895E+00 1.210152635E+00 1.208289412E+00 1.206910417E+00
295 1.215383155E+00 1.213096379E+00 1.211223276E+00 1.209667495E+00
300 1.218122992E+00 1.215494003E+00 1.213412576E+00 1.211617276E+00
305 1.221115600E+00 1.217945980E+00 1.215661087E+00 1.213421120E+00
310 1.223668629E+00 1.219949620E+00 1.217200749E+00 1.214716159E+00
315 1.224934189E+00 1.220657163E+00 1.217290296E+00 1.214354262E+00
320 1.226009168E+00 1.221347477E+00 1.217089659E+00 1.213697559E+00
325 1.226233424E+00 1.220859797E+00 1.215902858E+00 1.211846604E+00
330 1.224615345E+00 1.218387841E+00 1.212750933E+00 1.207894603E+00
335 1.222804058E+00 1.215738684E+00 1.209385516E+00 1.203829005E+00
340 1.219931318E+00 1.212044717E+00 1.204958833E+00 1.198747978E+00
